报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),103869,94871,92162,85914,99290,103416,58726,59953,51088,60313,56950,61258,6701,8769,9456,13605,14028,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,1,11,--,20,--,50,--,--,326,
应收账款(万元),3165,5441,5895,6787,5370,7343,6356,6175,6736,4641,6104,6072,5768,5124,3729,4704,3854,
预付款项(万元),3643,2468,3219,2336,2734,1948,2663,4186,8832,7591,7056,4337,3805,6407,12216,4755,2818,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),998,902,678,722,1137,1291,2039,2031,3477,2083,1964,2107,1395,1221,361,106,4324,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10896,9131,7935,6504,6745,7417,8315,7841,5989,4640,4004,4131,4179,5891,7773,11102,7506,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),187,275,--,406,52,60,43,52,--,--,--,--,--,542,--,--,--,
流动资产合计(万元),122759,113087,109889,102670,115328,121475,78141,80237,76123,79279,76078,77925,21847,28005,33535,34272,32856,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,3651,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,158997,--,118320,--,115734,--,110431,--,33799,--,33400,33356,33106,21103,--,--,
累计折旧(万元),--,24174,--,21178,--,18467,--,15781,--,9048,--,8278,7893,7527,6623,--,--,
固定资产净值(万元),--,134823,--,97142,--,97267,--,94650,--,24752,--,25122,25463,25579,14479,--,--,
固定资产减值准备(万元),--,102,--,102,--,102,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),133091,134721,98926,97040,96656,97165,97213,94650,26384,24752,24655,25122,25463,25579,14479,14981,13724,
在建工程(万元),11330,11336,44559,39908,34178,19849,17529,21316,77739,77675,76253,72360,61792,58793,33871,11677,939,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),7761,7901,8614,8978,9061,9225,9441,9614,8440,8356,8435,8234,8143,7828,2249,1030,969,
