报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),434619,481058,422607,322163,360458,324768,320986,307803,195309,139268,127486,108015,107680,111257,98590,114856,207763,106610,110175,85092,63469,59731,88124,84245,50287,61197,63863,104056,100294,130319,110475,71883,78050,75348,89863,40721,55294,43611,25727,43761,49589,32869,32971,72901,29259,39166,54961,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),201716,183766,198566,236619,207964,209042,163039,91504,95839,127387,130170,135689,117077,157210,202184,178279,129083,131561,188662,221166,143627,160107,196113,193061,230036,217962,185342,215624,229816,189983,179653,226858,186434,144326,100654,143063,61834,62566,55705,39039,35025,36855,28227,32866,26448,25660,21810,
应收账款(万元),21831,21879,18835,25143,27555,35727,28336,34249,46083,57521,59334,74262,68913,60277,42121,75522,86722,80914,27569,53144,69729,71033,23229,45909,31647,24122,11839,9012,5906,25715,11152,11962,11320,19005,16051,19624,31542,29678,18980,3296,3108,2872,4064,6289,8381,5472,2872,
预付款项(万元),6433,4876,3959,11599,8903,8713,4818,7180,5320,17737,5541,5508,4304,5642,6869,10112,8779,6914,5793,11028,7737,10701,8933,117047,110311,111394,77889,12728,14339,11169,5690,8561,6425,5682,5452,9745,1417,2152,2144,2292,2708,3940,2224,2686,2134,2416,5222,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,4,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),10595,9895,7808,14197,14061,15503,9249,10132,12406,5487,5631,8540,7802,7971,7137,5800,5888,6127,5745,5966,5148,5744,4629,4437,4158,4949,3759,18279,5189,6557,3551,3247,4340,3308,3745,1501,869,1224,583,1516,1401,652,306,349,225,258,161,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
