报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),38696,50371,47597,81131,81666,68381,72002,66918,84477,9905,11888,5065,8125,9491,9686,14385,20517,22606,20288,23411,26499,28850,28879,29997,29981,711,1563,621,2010,1419,165,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,3,18,17,17,16,17,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12053,9526,7694,6731,4071,4680,3073,4905,2391,2298,1153,1263,666,857,772,367,975,537,668,510,474,567,431,0,336,598,212,430,1317,406,115,
应收账款(万元),53985,55488,57420,51684,43998,36322,28110,25816,25235,25744,27080,21884,16531,15729,15055,13066,7259,6698,5896,5880,4417,3938,3943,4174,4292,2306,3024,2671,1476,1073,369,
预付款项(万元),2497,1876,3502,3278,2643,1278,1317,1136,770,679,2356,2768,2551,1215,3744,4162,3434,2582,2952,1187,998,209,494,518,679,445,571,677,498,195,565,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
