报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),34390,30215,34608,21400,29130,14924,14484,7090,8641,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,1440,939,497,
衍生金融资产(万元),478,28,82,--,--,--,--,--,--,
应收票据(万元),4195,5650,5889,5204,2867,2483,5060,7707,7890,
应收账款(万元),67059,63488,56703,65975,46922,39619,33842,26877,24026,
预付款项(万元),2569,1522,1106,1216,1354,1740,1059,1639,2911,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),3999,5636,5870,5399,4783,3038,1274,994,767,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),86487,72448,67045,63971,56245,55287,44794,39969,35663,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),70000,--,159,159,--,--,--,--,26,
其他流动资产(万元),2121,1770,3891,3420,4054,3246,--,--,--,
流动资产合计(万元),271298,180757,175351,166744,145355,120335,101952,85215,80420,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,200,200,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,200,200,200,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),266,250,200,180,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),643,649,656,662,87,--,--,--,--,
固定资产原值(万元),--,84989,83617,81951,73482,52535,48864,--,--,
累计折旧(万元),--,30892,29679,28218,23629,19459,15750,--,--,
固定资产净值(万元),--,54097,53938,53733,49853,33076,33114,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),53681,54097,53938,53733,49853,33076,33114,32665,28783,
在建工程(万元),8807,8397,7926,8074,1140,12964,5685,161,722,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),19511,19646,19474,19605,13668,14030,14272,14662,14963,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),178,186,198,210,230,278,329,322,328,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5870,5971,6708,6110,7059,5111,4443,3571,3601,
其他非流动资产(万元),1396,1345,319,1110,6238,678,--,--,--,
非流动资产合计(万元),90352,90541,89418,89684,78476,66337,58043,51582,48596,
资产总计(万元),361650,271298,264769,256428,223831,186672,159995,136797,129016,
短期借款(万元),24,37184,37180,32480,31499,34705,35316,37928,38931,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
