报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2008-09-30,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),1683174,1790385,1987794,2278175,2182904,2801021,2207958,1720438,2124519,1836988,1169406,821065,788214,1098017,760147,712578,955837,859551,832045,808436,661966,590609,748406,699848,712094,791848,536115,598387,443029,528193,616931,405069,548854,626261,203173,431683,175892,158363,114983,
结算备付金(万元),--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
交易性金融资产(万元),4441,4623,38622,46832,107055,61581,68743,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收票据(万元),649510,818166,722123,592415,349004,385703,205876,216059,215521,219792,186285,202745,245522,265103,137083,129066,81176,137366,105178,82273,82603,102866,89890,76217,94770,134791,135810,78594,76085,62700,72272,52162,42973,40568,18235,11323,11781,3510,2332,
应收账款(万元),732111,768618,976281,927802,910334,888991,683552,643595,654552,688207,618702,629343,524002,540483,626337,567396,521312,500587,579225,514618,434960,399180,502852,470109,383443,349094,404291,405100,296263,265403,228399,207070,195411,137374,96057,120662,118528,89611,80766,
预付款项(万元),246797,179235,226120,184120,522672,496868,471206,372285,386767,361501,397015,326673,404248,352698,387161,344271,365579,364063,123153,116368,125346,90942,139425,123015,134360,139724,136869,128326,114730,98931,93911,113330,125527,104401,35166,19167,40772,15699,10120,
应收保费(万元),--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收利息(万元),242,128,440,1042,1339,1165,0,--,803,672,264,264,249,264,661,512,372,264,125,138,249,141,523,392,264,186,472,517,559,459,335,302,692,296,203,0,0,0,0,
应收股利(万元),307,1007,307,3751,307,307,307,574,307,392,304,304,219,219,--,219,--,--,0,--,--,122,--,--,--,--,5,5,5,5,0,0,0,0,0,0,0,0,0,
其他应收款(万元),870706,587907,609564,489186,515863,612931,255477,263108,198726,199870,247350,265037,173646,187588,162926,226487,226423,263982,400848,247847,232311,189952,254428,208602,260173,254570,399491,230308,299576,268693,218023,180814,171326,219017,113552,62381,234465,256007,105901,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,190,--,1230,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
