报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8580,11631,10318,3200,543,1198,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),17,78,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),19,--,748,852,2,--,
应收账款(万元),26953,15908,16499,14049,9484,6023,
预付款项(万元),437,336,149,212,142,477,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),754,422,1017,336,641,1433,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),11113,8719,12283,4878,3055,2009,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),3416,1539,318,178,43,--,
流动资产合计(万元),51288,38633,41333,23706,13911,11140,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,42143,37217,14333,8407,--,
累计折旧(万元),--,6146,4515,2661,1764,--,
固定资产净值(万元),--,35997,32703,11671,6643,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),36566,35997,32703,11671,6643,4012,
在建工程(万元),7406,4739,3030,8812,2094,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),1,1,--,2,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3552,2461,2453,1788,1727,44,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),1405,1485,1538,875,583,419,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),482,480,432,317,248,175,
其他非流动资产(万元),4117,2246,817,1870,135,995,
非流动资产合计(万元),53530,47410,40972,25336,11429,5646,
资产总计(万元),104818,86042,82305,49042,25340,16786,
短期借款(万元),16234,11455,12600,6500,3000,2100,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),5752,5048,2054,2750,--,--,
应付账款(万元),25636,19956,21037,9626,5112,2857,
预收账款(万元),303,32,111,39,19,34,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2798,2242,2614,1973,925,356,
应交税费(万元),594,791,337,580,418,335,
应付利息(万元),24,17,20,9,6,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),192,47,185,889,1385,1096,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),5103,2450,2100,--,--,65,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),56635,42037,41059,22367,10865,6843,
长期借款(万元),--,260,285,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1194,834,900,754,713,565,
递延所得税负债(万元),2,12,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1197,1106,1185,754,713,565,
负债合计(万元),57832,43143,42243,23121,11578,7408,
实收资本(或股本)(万元),6600,6600,6600,6600,1444,1372,
资本公积(万元),11419,11419,11306,10820,6686,2228,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2577,2577,2577,1003,452,658,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),26390,22303,19579,7497,5180,5120,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),46986,42899,40061,25921,13762,9377,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),46986,42899,40061,25921,13762,9377,
负债和所有者权益(或股东权益)总计(万元),104818,86042,82305,49042,25340,16786,		
  
