报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),155426,132765,146908,139711,100668,100400,100459,176327,118874,77249,149460,91674,78422,63631,134707,102535,95059,108422,158679,92469,97358,87887,89244,79114,95361,97462,81561,62111,95033,66193,115879,95198,134994,107976,112882,128101,109220,66492,92469,148447,119544,78547,80500,63080,45823,46422,58378,59198,51348,78824,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),10592,483,485,556,646,--,--,--,--,3,--,--,--,--,--,--,--,45,46,39,43,38,--,--,--,--,--,--,--,--,--,--,7,178,86,22,1034,5024,61,0,--,--,--,--,--,--,636,189,520,1102,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),8284,6087,5086,6980,7064,7407,5906,7132,6985,9734,11082,13189,9233,4589,5006,3970,6257,6883,4056,4993,6373,5240,6137,6372,9347,13121,13643,9703,8036,13380,18390,13650,10929,10354,10765,7673,6781,4588,6356,4582,2830,5625,8806,5224,4083,7180,10629,10676,7735,9304,
应收账款(万元),167946,148557,177667,184190,153957,140415,159914,160650,157726,135751,153066,145237,148208,126062,145989,157173,139817,112475,135705,151247,137641,121052,134819,131850,127490,103775,131078,129691,109079,100962,121438,131950,118484,99815,117250,102833,101788,77848,96679,99549,74239,66709,96022,91299,83870,67879,99944,101838,86440,67664,
预付款项(万元),29757,22587,32201,33273,28953,22355,22430,28505,23286,33322,22724,21385,19971,26002,30224,27958,25986,23977,28045,29095,24436,25700,37888,43301,29120,30766,31654,42390,52882,51270,37005,37474,39257,33507,47346,48944,35919,41358,21987,19673,19314,20320,14877,20421,19716,18852,19054,20460,9133,11545,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
