报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),105890,140347,95161,65275,64942,106758,89032,67714,49463,47000,27046,22855,20546,53095,64506,31285,19826,66769,6505,11096,8520,5329,5711,4958,5077,5182,6287,7053,6328,5771,6413,5976,5360,6798,8354,6095,7104,4777,8344,6448,6414,6224,8170,5409,5107,5371,6015,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,300,200,--,40,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收票据(万元),13444,13225,11914,8780,7442,9386,9367,4272,3333,3255,2433,2255,2098,2849,1567,2368,1795,2245,1434,125,265,489,71,111,367,342,220,321,424,241,284,184,185,132,27,181,381,25,306,40,--,--,--,--,--,46,0,
应收账款(万元),200631,207570,168666,171245,164551,149096,133200,135797,131508,121820,109919,112265,111579,98886,89971,89956,90279,79122,74305,12839,14121,16679,14194,20054,19262,19771,19032,16545,16348,15717,15360,18155,16974,17474,15482,17229,15647,14921,15132,15962,16795,15851,15458,16247,15923,13341,12566,
预付款项(万元),2409,2080,1457,2608,3747,3440,1570,1490,1355,1405,1050,1115,1188,1776,1115,915,1199,1207,683,769,966,492,707,205,306,195,307,1255,1504,1032,1075,988,829,1085,4039,3487,4171,2815,2728,2123,2090,2729,1355,640,439,1257,700,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,10,16,2,6,35,53,209,100,--,--,38,9,8,7,8,14,7,3,1,9,4,10,8,4,15,4,14,8,5,--,15,8,18,2,10,15,13,8,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
