报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8018,13993,20774,6090,4456,3832,5020,3179,11023,7796,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5328,5880,4706,2055,2373,3409,2168,2772,1979,2190,
应收账款(万元),18272,18030,16490,19961,15734,15490,15704,17779,17898,12995,
预付款项(万元),962,1307,338,541,291,200,354,261,467,1955,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),607,711,801,1477,1501,1089,758,585,29,34,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),19635,19709,22312,17056,16679,17758,20242,20395,21414,17048,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5016,3,--,--,57,95,74,62,--,--,
流动资产合计(万元),57837,59633,65423,47178,41092,41873,44319,45032,52811,42017,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1240,980,995,995,983,640,1003,521,364,--,
固定资产原值(万元),--,43142,--,41021,--,38346,--,35609,--,--,
累计折旧(万元),--,18283,--,17119,--,15300,--,12671,--,--,
固定资产净值(万元),--,24859,--,23902,--,23046,--,22938,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),24193,24859,23184,23902,23621,23046,22628,22938,20349,11263,
在建工程(万元),2195,2182,4201,4316,4639,1377,1914,1511,2288,4010,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2837,2855,2873,2889,2924,2960,2995,3027,3097,3160,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,209,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),584,587,555,571,531,523,444,539,534,456,
其他非流动资产(万元),--,154,0,36,661,3982,2896,2027,497,1522,
非流动资产合计(万元),31049,31617,31807,32710,33360,32528,31881,30562,27339,20411,
资产总计(万元),88886,91250,97230,79888,74452,74401,76200,75595,80150,62428,
短期借款(万元),27226,28565,29862,29362,31100,31100,32000,31100,34476,27850,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,21,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1675,3660,8476,7910,2650,2500,4800,4150,5400,6460,
应付账款(万元),5775,5479,6793,5389,5322,6275,6476,7273,10478,4611,
预收账款(万元),143,351,293,132,225,92,405,142,195,299,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2200,2089,1959,2576,1991,2445,2126,2483,2496,2017,
应交税费(万元),549,1053,341,1003,657,476,621,541,878,865,
应付利息(万元),41,42,45,45,48,62,55,67,68,51,
应付股利(万元),--,--,--,--,--,--,53,53,53,728,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),564,489,1655,514,500,450,455,240,57,40,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1215,1377,1432,2034,2435,3167,2945,2606,500,--,
其他流动负债(万元),--,0,--,--,--,--,--,--,--,--,
