报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),96116,78353,68250,68188,75525,53920,56742,56839,75719,68275,72661,81154,80438,73847,80297,79204,71292,62332,75247,72658,86364,77376,82091,3939,4828,2875,6939,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),506,36,36,160,85,95,95,175,194,69,233,118,50,100,100,--,--,--,--,--,100,100,--,--,--,--,--,
应收账款(万元),5612,4603,6299,10229,5651,4365,6831,12200,5237,4288,5405,5450,1957,1801,2128,2096,2102,1561,1577,1546,1991,1331,1549,1280,932,664,513,
预付款项(万元),7178,6081,5973,3600,5755,6454,6301,5998,6379,5858,6586,6408,4668,4760,5436,3239,3616,3339,3657,4157,3828,2508,5022,3976,2175,945,437,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1251,898,1726,1665,1773,1334,1312,925,2185,1421,1491,1312,1142,898,1519,1310,1099,917,802,791,790,688,838,861,694,375,543,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),34687,44874,32523,32375,32760,35592,30078,28749,28220,35235,27428,23631,22722,29368,24765,22411,22016,31247,25579,23984,19328,25805,20755,18255,21650,18320,10042,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10000,311,21093,17339,3000,17209,20288,18550,777,1168,699,699,897,1272,1000,4000,12000,8000,5000,5000,--,--,--,--,--,--,--,
流动资产合计(万元),155349,135157,135900,133557,124548,118969,121647,123437,118711,116315,114502,118771,111874,112045,115246,112260,112124,107396,111861,108136,112400,107809,110256,28310,30278,23180,18473,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,736,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,66856,--,66335,--,64970,--,62919,--,59107,--,44086,--,36818,--,36044,--,35478,--,27568,--,26975,--,26108,23266,17633,16700,
累计折旧(万元),--,16269,--,15141,--,13487,--,11947,--,10346,--,11762,--,9289,--,8471,--,7448,--,6587,--,5907,--,5174,4458,3333,2504,
固定资产净值(万元),--,50588,--,51194,--,51482,--,50972,--,48761,--,32324,--,27529,--,27574,--,28030,--,20981,--,21068,--,20933,18808,14299,14196,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),50252,50588,50928,51194,51539,51482,50069,50972,51195,48761,46735,32324,27274,27529,27580,27574,27813,28030,27223,20981,20957,21068,20836,20933,18808,14299,14196,
在建工程(万元),4692,4154,4765,4570,4182,4055,6309,3662,4394,3182,4958,16006,11632,9651,8470,6860,6202,4607,3880,6907,5413,5184,3481,1723,1667,1867,35,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,6,6,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,3643,1,1,--,12,12,1,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9235,9331,9420,9519,9602,9716,7792,8661,7879,7924,7565,8662,7233,7276,7327,7368,7405,7449,6443,6482,6522,6558,6602,6642,6724,7125,2256,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,--,
长期待摊费用(万元),1829,1308,1416,1462,1412,1463,831,1135,669,670,908,820,707,278,405,335,387,467,569,489,535,493,431,453,274,--,71,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),880,880,924,924,924,924,1107,1066,1110,1110,143,143,139,139,161,162,161,162,162,163,162,163,174,175,158,161,204,
其他非流动资产(万元),2819,2370,785,286,311,767,332,666,1766,822,1144,3026,3671,3041,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),73727,72650,72257,71974,71988,72425,70458,70181,71031,66487,65136,61022,51433,47954,43995,42351,42009,40756,38323,35069,33636,33508,31565,29967,27671,23493,16762,
资产总计(万元),229076,207806,208157,205531,196536,191394,192106,193618,189742,182802,179639,179794,163307,159999,159241,154611,154133,148152,150184,143205,146036,141316,141821,58278,57949,46672,35235,
短期借款(万元),7450,6700,8200,6000,6700,6700,6700,6700,6700,4700,2500,3000,--,--,--,--,--,--,--,--,--,--,--,6000,11000,10000,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),300,--,750,760,--,--,--,--,13,289,1070,1704,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),8109,5076,7157,8232,8178,5306,5672,7067,5526,3368,4676,6071,1791,1897,3108,1668,1915,2060,3415,3020,4414,3779,5397,4074,2736,2966,3768,
预收账款(万元),2540,539,1330,3039,1235,486,394,1019,745,224,469,1306,195,249,291,39,2412,116,1739,57,95,151,205,153,316,150,94,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
