报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),36215,67934,17786,30350,96537,12600,9467,11062,15501,16848,16204,13900,5510,7043,6890,6908,8972,9538,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),16759,18595,6771,4801,4543,2521,1366,2307,2136,1626,2271,2682,3300,2315,1008,1050,941,845,
应收账款(万元),120265,116593,107767,83945,66196,67919,58350,45247,44501,40747,33992,27407,26968,25694,21436,19216,18735,13791,
预付款项(万元),2992,1736,1593,1143,3830,645,1192,567,832,418,2397,1749,856,393,489,192,448,528,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3135,2595,3051,348,1029,1223,987,2670,978,756,858,674,390,304,533,825,357,275,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),70546,55875,58181,48693,40603,33617,36756,31161,27488,24079,23646,20087,17254,17153,17105,16177,14945,11493,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),31195,3179,50294,47027,1506,1549,692,111,1063,12910,14410,18376,439,390,654,340,257,163,
流动资产合计(万元),281107,266507,245442,216307,214244,120073,108810,93125,92499,97384,93777,84875,54717,53292,48115,44708,44655,36632,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1450,1450,1450,1450,1450,950,950,950,450,450,450,450,450,450,--,450,400,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6183,4668,4569,4406,3255,168,3165,165,165,165,163,163,161,161,603,153,150,400,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,90033,--,70862,--,68394,--,48073,--,42768,--,29543,--,28466,27098,23096,--,--,
累计折旧(万元),--,20511,--,17813,--,15281,--,13767,--,12258,--,11033,--,10056,9128,8091,--,--,
固定资产净值(万元),--,69522,--,53049,--,53113,--,34306,--,30510,--,18510,--,18410,17969,15005,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),69915,69522,59929,53049,52458,53113,34096,34306,30792,30510,20780,18510,18100,18410,17969,15005,13612,12187,
在建工程(万元),13296,11172,7461,8240,7017,6240,5701,3557,5067,2489,5142,4537,3899,3609,3249,2097,1004,429,
工程物资(万元),312,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3750,3662,3688,3680,3703,3727,3751,3775,3798,3801,3814,3837,3859,3881,3926,4336,708,340,
开发支出(万元),724,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),381,381,381,381,381,381,381,381,381,381,381,--,--,--,--,--,--,--,
长期待摊费用(万元),328,168,565,406,266,282,922,525,500,444,319,345,382,416,437,352,281,312,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1431,1367,1212,1071,1040,1010,814,814,819,752,749,696,632,588,556,445,314,198,
其他非流动资产(万元),12441,8611,12253,12679,3905,4218,13211,9223,7553,1286,--,--,--,--,--,--,1800,--,
非流动资产合计(万元),110211,101001,91568,85361,73475,70089,62990,53695,49525,40277,31798,28538,27482,27515,26740,22838,18269,13866,
资产总计(万元),391317,367508,337010,301668,287719,190162,171800,146821,142024,137661,125575,113413,82200,80808,74855,67546,62924,50498,
短期借款(万元),18000,16645,13677,10681,12500,12000,11500,6500,500,500,510,500,700,700,2700,--,1580,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),53302,53154,36501,29443,31006,23534,19041,17310,16227,15482,13971,9103,8508,10437,7558,9023,10135,4047,
应付账款(万元),95361,79822,74305,57570,46555,46068,38064,27268,32779,31497,24791,21137,21042,19589,18503,14523,14218,11318,
预收账款(万元),1201,769,967,664,590,420,467,425,443,377,589,393,423,301,490,479,398,400,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2447,2600,2425,2301,2033,2205,2204,1846,1548,1457,1447,1438,1420,1285,1279,1453,745,633,
应交税费(万元),4391,3774,1303,1551,1487,1810,1326,491,668,767,483,405,774,501,437,610,424,486,
应付利息(万元),23,25,16,11,19,18,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),159,383,194,141,285,352,172,242,338,447,359,59,72,52,52,64,65,91,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
