报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),46425,61865,72614,48463,50292,57583,38749,45067,56436,82645,62683,62918,55427,69857,78148,51074,55987,81099,59432,71292,58225,89509,90497,54931,88292,80285,75312,81821,91775,92664,91249,107479,54275,51463,26126,21495,29012,28309,29105,31718,28098,32795,24087,10473,14745,14016,7731,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),13382,12925,7493,9488,13266,14434,6276,8357,12150,8398,7189,9959,9851,11068,6612,5708,8663,11533,12175,5793,7219,8628,10028,7857,6982,8499,1940,2978,3203,2987,1860,667,1023,473,72,46,166,337,224,365,11,33,--,15,0,10,200,
应收账款(万元),79523,86049,76059,71923,70048,94561,85944,85449,76884,75531,83735,83634,71351,69940,69818,68365,65272,61648,65173,59025,58664,67305,62026,66362,49990,56389,54056,53309,46070,43608,35498,40397,39740,43174,32326,32457,27014,26299,17399,15396,14223,12934,10556,8718,7896,7504,5961,
预付款项(万元),5761,4256,3182,3006,1633,2357,1970,2537,1830,4129,11420,9774,11232,7648,14700,16028,11634,6161,7319,5511,7363,3540,6315,6568,5650,3793,9118,6864,11824,8881,14385,5484,3363,6029,15871,42104,6165,5489,12406,10615,12522,9815,9496,4034,3547,1884,1333,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收股利(万元),--,--,84,84,146,146,146,146,--,--,--,129,--,--,--,143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),11170,11616,10912,10176,9232,8359,7985,14460,10356,10566,8796,9603,21372,17597,8871,8683,11052,9187,10463,10972,11576,8808,8670,9471,8063,7512,6578,5883,10393,7155,7340,5391,4969,4566,3429,3291,3273,2915,2784,2404,2680,2038,849,343,368,429,904,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),96195,95347,92837,95380,90870,87851,97623,88259,81743,102239,113176,117540,99328,119263,109661,105515,101690,105550,97666,98770,96261,94238,84611,78461,78862,80456,93748,80633,73018,66271,35778,34694,23485,30745,36141,31865,33981,29959,23669,26374,24972,24666,22518,24949,22646,20284,12915,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),132,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),20001,21687,22080,21831,22058,21687,22449,22994,23542,23861,24219,25264,24715,26534,24864,25406,26899,27860,1221,2172,3887,5221,--,--,--,--,--,--,--,--,--,0,--,0,--,0,115,33,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),272589,293792,285260,260352,257546,286978,261143,267269,262941,307369,311218,318820,293276,321908,312675,280922,281197,303037,253448,253535,243195,277250,262148,223649,237840,236935,240752,231489,236284,221566,186109,194112,126854,136450,113965,131257,99727,93341,85587,86873,82505,82280,67505,48532,49202,44127,29043,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),21407,21707,21512,21616,20729,21038,20808,19546,19624,19838,19385,18711,18869,18923,5806,5780,5719,5802,5142,5061,5245,5245,5005,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,287,283,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,316953,--,234674,--,236711,--,226216,--,275885,--,334550,--,333072,--,372067,--,370296,--,288355,--,284401,--,154263,--,149956,--,139327,--,134548,--,106662,--,51995,--,36426,--,36050,--,23156,--,20665,--,0,13778,0,0,
累计折旧(万元),--,112920,--,83843,--,79252,--,71217,--,75601,--,84911,--,71454,--,74577,--,59933,--,48451,--,36990,--,33840,--,28227,--,22971,--,18591,--,11600,--,11034,--,9452,--,8304,--,7148,--,6366,--,0,5791,0,0,
固定资产净值(万元),--,204032,--,150831,--,157460,--,154999,--,200284,--,249639,--,261618,--,297490,--,310363,--,239904,--,247411,--,120423,--,121729,--,116357,--,115957,--,95062,--,40960,--,26974,--,27746,--,16008,--,14299,--,0,7987,0,0,
固定资产减值准备(万元),--,8279,--,798,--,798,--,798,--,5544,--,6919,--,6919,--,6919,--,6919,--,24,--,24,--,24,--,24,--,24,--,24,--,24,--,24,--,27,--,27,--,0,--,0,--,0,0,0,0,
固定资产(万元),191347,195754,197017,150033,153399,156662,151532,154201,145248,194740,185374,242719,248502,254699,282979,290571,296701,303444,234312,239880,244794,247386,152505,120399,122321,121705,116364,116332,114047,115933,112388,95038,44389,40936,40397,26947,27211,27719,16210,16008,14701,14299,8356,7735,7987,7589,7134,
