报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),47943,49414,44480,52661,49442,41979,44822,45710,56915,48634,43390,54655,63989,60977,60408,61702,61926,62177,57630,56015,58332,59003,58978,60712,89362,11912,24760,19871,2437,4049,1670,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),22391,21586,18279,14985,13064,14676,13365,11099,15681,13648,10727,9049,10340,11089,7795,4878,4680,5414,6255,6261,3337,3287,1853,2464,1820,923,666,341,316,314,87,
应收账款(万元),13875,13257,16324,13660,10647,10584,11150,11698,9046,10636,11733,10691,9054,7530,9212,9028,7373,6184,6254,6882,4472,4097,5276,4176,2878,1559,1400,1129,1774,902,1013,
预付款项(万元),768,3371,4386,1315,7467,5241,2201,2995,605,2953,4521,1100,501,1289,1599,640,1176,383,430,301,976,846,1543,375,392,170,139,396,389,897,1300,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),14,23,9,12,20,25,63,47,38,16,43,24,105,75,72,44,66,42,33,9,99,58,--,0,--,--,--,--,--,--,0,
应收股利(万元),--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,860,--,--,0,
其他应收款(万元),6,38,12,12,1,1,6,7,4,0,6,6,4,1,6,9,7,12,20,22,30,28,17,90,343,318,42,33,82,1008,2924,
