报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),20022,25833,19951,19539,18082,22998,23126,20069,12373,20756,18958,30324,6504,12397,8737,9830,9509,11216,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),521,521,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),715,694,1460,1635,874,743,546,391,493,521,387,417,53,41,81,538,15,741,
应收账款(万元),36596,37912,38400,29271,26295,26651,23155,23273,20877,20306,19732,20814,18502,18455,20041,18629,12814,9592,
预付款项(万元),3484,2589,3665,4670,4835,2982,3011,1702,1623,1321,3195,1558,1200,1705,1057,873,735,466,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,
其他应收款(万元),2189,3620,1862,1723,1833,1717,1973,2039,1695,1067,5110,596,764,591,459,1041,911,343,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),99953,91857,90419,68514,66384,61568,59338,54632,50999,49790,51882,50975,49392,44813,42240,35463,25340,19414,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2358,2915,2977,2398,2354,1347,1531,579,463,492,848,1664,1675,829,431,103,--,--,
流动资产合计(万元),165838,165941,158733,127751,120657,118007,112680,102686,88523,94252,100112,106348,78090,78832,73047,66477,49325,41774,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),12694,12608,14700,14848,14836,14037,8176,2285,1628,3,3,3,3,3,--,3,3,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,3,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,44221,--,40761,--,38268,--,34178,--,28959,--,27571,--,25703,24496,23851,--,--,
累计折旧(万元),--,14357,--,12599,--,11217,--,9810,--,8721,--,7783,--,6842,5878,4919,--,--,
固定资产净值(万元),--,29864,--,28162,--,27051,--,24368,--,20238,--,19788,--,18861,18618,18933,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),29274,29864,28592,28162,26722,27051,26891,24368,20113,20238,19940,19788,18787,18861,18618,18933,16103,12844,
在建工程(万元),138,56,1441,954,1047,753,353,613,7649,1301,184,58,666,608,968,801,230,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
