报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),124013,115405,108549,101879,95789,84553,70890,59530,55231,48091,43175,37771,39198,31759,32258,21069,35629,34305,17638,14440,21434,12782,10491,15678,16916,14378,16721,15392,24253,91487,57491,54067,56627,54644,53507,54039,45387,56908,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),8140,8491,10645,10271,9483,8456,7963,8102,9463,8736,8494,7965,5212,6532,5664,4968,4022,3371,3068,3024,3920,4011,4268,4172,3741,4451,4129,3890,3012,3281,2988,2966,2970,2489,3504,2972,4305,2195,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),--,50,50,20,56,36,--,--,--,--,--,--,--,--,--,124,130,--,150,90,66,67,11,163,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收账款(万元),610,666,284,329,489,404,408,467,661,916,551,695,695,693,385,830,671,479,1021,1270,1256,1290,1113,946,1490,960,910,931,1163,1205,1111,1153,1298,1735,1125,1233,1953,2834,
预付款项(万元),2044,1920,2036,1935,4983,2860,3669,2577,2687,1976,4962,1639,3020,5346,2095,2688,4630,4062,3814,5621,2186,1647,1481,1752,2675,14034,8609,3881,1459,317,61,154,874,162,56,56,260,5341,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
