报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),143950,181262,155122,138309,184445,138670,184478,87482,67900,99741,78990,85198,71866,118362,121040,116707,112956,115283,104531,102679,103647,104734,111470,108886,112323,119493,114049,116069,4662,13206,3767,1690,
结算备付金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,0,0,70,10,550,0,56,56,115,124,376,987,2233,1405,484,1052,757,113,199,400,512,613,579,135,0,--,--,--,--,--,--,
应收账款(万元),29033,22374,18039,13456,11846,11963,10118,6360,7831,7098,7734,7386,5575,6190,7412,3704,3331,4876,7036,5269,4408,4546,5895,2433,2064,3923,3082,3108,2765,1623,724,516,
预付款项(万元),12326,9297,8855,7599,8101,6957,8848,4777,3410,2428,5602,4191,2851,2165,3498,3319,6725,4970,18775,12356,11832,10113,3565,4083,1284,776,2849,2459,2259,973,302,654,
应收保费(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),50,50,222,1154,860,428,307,160,153,282,354,284,571,345,566,784,1372,1165,960,698,1689,1162,1691,1120,2212,1436,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他应收款(万元),3407,6943,6063,3651,2901,1913,2047,1780,1785,1447,1688,1980,1906,1159,1140,1107,999,723,777,593,600,474,462,417,381,327,1635,749,495,426,131,107,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
