报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),57154,93477,70901,67634,62471,45686,41214,44052,28736,31966,43986,53567,40375,43004,45403,41285,36186,43494,81434,41279,31441,39623,31147,52401,85268,25948,26525,39114,56306,62195,76190,67485,97556,36192,35185,41134,38955,23688,12017,21417,18135,22353,35744,34466,38665,47380,42654,42426,40792,23107,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1134,905,824,995,1014,1485,103,2960,1409,3800,2025,1963,3892,2548,1569,2105,3568,3554,3785,4475,2318,2047,3071,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),6687,5546,4921,3952,3815,2553,3091,2270,2003,1522,1456,939,816,1585,673,2163,886,2577,3337,2296,3406,2643,50,886,1353,1071,813,80,--,--,84,139,200,--,--,0,287,199,65,162,214,128,304,145,45,481,168,88,88,115,
应收账款(万元),42093,43001,42245,44933,37330,35512,39283,37983,30860,32287,33384,39004,37170,27850,34154,37274,39133,24764,30972,17988,14249,12076,16505,17462,11293,10732,11315,4995,9026,9491,8225,8179,2398,3831,1552,1441,9306,7915,3490,3715,3377,4753,11852,10866,11136,12422,15840,13888,11114,12098,
预付款项(万元),7367,4003,14613,4019,10358,3573,8998,5474,5490,2912,5251,5767,9200,7514,14307,18402,19539,18287,39273,40546,20194,13740,22258,11756,7066,9988,10644,5242,3816,3376,7494,6942,3911,5262,7875,7710,4647,1672,1840,3039,4746,3520,2453,6248,3294,4220,15864,8867,6637,2765,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
应收利息(万元),0,62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,16,16,16,1,1,1,1,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
应收股利(万元),1546,1696,--,8708,1367,1807,1047,1047,--,--,--,--,--,--,--,--,--,3949,--,--,--,2101,--,--,6681,20826,17875,18321,446,8641,446,10277,--,12337,--,3725,--,0,0,0,--,--,--,--,--,2516,--,0,--,0,
其他应收款(万元),--,4978,10115,6465,6077,5302,6763,6245,6482,6090,5733,8531,6951,6823,7733,8938,7589,9502,6488,4844,4061,4972,4729,2153,1116,1566,1739,2684,3285,2421,3145,3068,3051,2761,4178,3975,662,611,1586,1527,1481,1817,3009,3219,2949,3494,2580,3742,8081,5006,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,0,--,0,--,0,
