报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
货币资金(万元),77091,159189,56126,51149,41616,50438,31742,30686,21662,53265,30201,24084,35355,47535,26718,28802,32325,51303,27183,26209,39146,46909,48938,49300,72788,86661,102362,138090,12698,21360,7520,15289,11830,6600,2874,2802,4171,1206,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1100,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
衍生金融资产(万元),101,78,55,70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
应收票据(万元),6888,9076,2205,1208,453,2069,1071,1083,774,2207,1018,2226,926,1330,912,1390,376,1391,433,464,136,445,10,--,--,--,2,52,0,15,25,63,271,0,0,0,0,0,
应收账款(万元),329335,321869,284089,243244,204385,226568,210360,177593,134106,139620,103440,98198,91721,104058,83090,89227,83792,95424,76459,73494,68050,72608,66801,69391,66728,63200,52614,46736,39966,37251,27868,25503,17626,16814,21688,12452,2791,2055,
预付款项(万元),18235,13510,20233,14956,10164,9333,17800,9407,8956,7683,12565,5574,6676,5902,6510,8164,9447,6013,21166,12922,10717,6734,12379,9528,9258,18356,9235,3938,3182,2687,3788,2604,1579,1299,2649,1729,694,223,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124,140,396,210,1269,970,732,--,0,0,0,0,0,0,0,0,0,0,
