报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),57469,64455,60798,49645,47223,17491,
结算备付金(万元),0,--,--,--,--,--,
拆出资金(万元),0,--,--,--,--,--,
交易性金融资产(万元),0,--,--,--,--,--,
衍生金融资产(万元),0,--,--,--,--,--,
应收票据(万元),2555,3017,4560,2041,1592,931,
应收账款(万元),24770,23601,21770,17410,19448,14899,
预付款项(万元),158,711,463,122,494,226,
应收保费(万元),0,--,--,--,--,--,
应收分保账款(万元),0,--,--,--,--,--,
应收分保合同准备金(万元),0,--,--,--,--,--,
应收利息(万元),408,395,420,--,--,--,
应收股利(万元),0,--,--,--,--,--,
其他应收款(万元),92,68,41,26,122,322,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),0,--,--,--,--,--,
存货(万元),1856,1646,1499,2223,2528,2518,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),0,--,--,--,--,--,
其他流动资产(万元),85568,68,59,4000,--,--,
流动资产合计(万元),172877,93962,89610,75466,71405,36387,
发放贷款及垫款(万元),0,--,--,--,--,--,
可供出售金融资产(万元),0,--,--,--,--,--,
持有至到期投资(万元),0,--,--,--,--,--,
长期应收款(万元),0,--,--,--,--,--,
长期股权投资(万元),0,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),257,279,285,325,338,351,
固定资产原值(万元),--,13426,12695,11808,9731,--,
累计折旧(万元),--,5897,5525,4860,4325,--,
固定资产净值(万元),--,7529,7170,6948,5406,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),7406,7529,7170,6948,5406,5099,
在建工程(万元),2895,2398,2630,653,352,--,
工程物资(万元),0,--,--,--,--,--,
固定资产清理(万元),0,--,--,--,--,--,
生产性生物资产(万元),569,537,499,431,288,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),0,--,--,--,--,--,
无形资产(万元),1825,1843,1878,1951,2031,2107,
开发支出(万元),0,--,--,--,--,--,
商誉(万元),0,--,--,--,--,--,
长期待摊费用(万元),4,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1783,1713,1605,1474,316,164,
其他非流动资产(万元),245,381,245,--,--,--,
非流动资产合计(万元),14985,14678,14312,11783,8732,7719,
资产总计(万元),187861,108640,103922,87249,80137,44107,
短期借款(万元),0,--,--,--,--,--,
向中央银行借款(万元),0,--,--,--,--,--,
吸收存款及同业存放(万元),0,--,--,--,--,--,
拆入资金(万元),0,--,--,--,--,--,
交易性金融负债(万元),0,--,--,--,--,--,
衍生金融负债(万元),0,--,--,--,--,--,
应付票据(万元),0,--,--,--,--,--,
应付账款(万元),437,714,683,591,758,440,
预收账款(万元),760,1423,1501,1434,2369,591,
卖出回购金融资产款(万元),0,--,--,--,--,--,
应付手续费及佣金(万元),0,--,--,--,--,--,
应付职工薪酬(万元),199,457,600,629,319,175,
应交税费(万元),914,1227,1365,956,749,926,
应付利息(万元),0,--,--,--,--,--,
应付股利(万元),0,--,--,273,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),23578,26523,28428,23066,21993,16224,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),0,--,--,--,--,--,
保险合同准备金(万元),0,--,--,--,--,--,
代理买卖证券款(万元),0,--,--,--,--,--,
代理承销证券款(万元),0,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),0,--,--,--,--,--,
其他流动负债(万元),0,--,--,--,--,--,
流动负债合计(万元),25888,30344,32577,26949,26189,18356,
长期借款(万元),0,--,--,--,--,--,
应付债券(万元),0,--,--,--,--,--,
长期应付款(万元),245,245,245,--,--,--,
专项应付款(万元),0,--,--,--,--,--,
预计非流动负债(万元),0,--,--,--,--,--,
长期递延收益(万元),782,812,747,604,289,286,
递延所得税负债(万元),14,15,17,21,--,--,
其他非流动负债(万元),0,--,--,--,--,--,
非流动负债合计(万元),1042,1072,1009,625,289,286,
负债合计(万元),26930,31417,33587,27574,26478,18642,
实收资本(或股本)(万元),10336,7752,7752,7752,7592,6430,
资本公积(万元),99060,21824,21824,21637,19048,3056,
减:库存股(万元),0,--,--,--,--,--,
专项储备(万元),0,--,--,--,--,--,
盈余公积(万元),3876,3876,3876,3556,2702,1589,
一般风险准备(万元),0,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),47097,43185,36231,26659,24113,14235,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),160368,76636,69682,59604,53456,25310,
少数股东权益(万元),563,587,653,72,204,154,
所有者权益(或股东权益)合计(万元),160931,77223,70335,59676,53659,25464,
负债和所有者权益(或股东权益)总计(万元),187861,108640,103922,87249,80137,44107,		
  
