报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),22615,15829,12588,50186,41156,31326,38363,63154,59410,81777,58630,35046,37962,87526,41875,72671,96694,90787,112360,107925,127001,126702,120162,128230,143746,148929,140906,163396,161092,13738,13680,17235,15951,5195,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1291,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),19977,18669,12585,18058,29684,30166,28008,31800,40271,41688,35577,36656,31990,35047,17034,18809,25905,29604,11698,14255,13340,10955,10785,11757,11849,10260,15364,10448,10778,21160,8407,9575,7062,5389,
应收账款(万元),76968,89699,73176,77798,89918,117531,91404,86032,95644,94363,87241,79136,73141,75228,74990,61787,50836,64612,34688,34582,25006,27302,24887,24813,24079,18805,22054,23760,21076,13424,18411,18824,13957,9712,
预付款项(万元),20703,23633,48600,40125,56279,43167,47721,42762,36630,23668,24453,17895,16306,20539,19120,18098,27585,19081,17576,14342,20900,19478,11003,9515,8085,6084,8147,6809,5714,5345,7680,3878,1972,1915,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,37,591,77,722,59,670,54,780,74,552,1485,1248,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他应收款(万元),--,5830,7977,29209,1280,1062,1420,1185,1186,963,1034,1127,966,226,256,164,1727,356,801,170,236,151,322,203,18,3,6,16,34,1159,55,16,672,37,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),111886,123016,150999,127055,183196,154282,141667,127684,125068,118593,104709,102940,104081,95569,87014,81852,81294,72229,50037,47084,46373,41057,40672,41292,40703,36286,34879,32194,28719,26937,26897,20967,16176,12541,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14929,21046,13718,16729,7792,6772,5,85,--,4,26,26,26,33,--,--,--,1000,--,--,--,--,--,3144,--,--,--,--,--,--,69,--,2,112,
流动资产合计(万元),274236,297721,375742,570993,409305,384306,348588,352703,358210,361056,311670,272827,264471,314169,240287,253384,284078,278260,227236,219081,232915,226315,207884,219734,228553,220919,222841,237871,227413,81763,75197,70494,55792,34903,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,1291,1291,1291,1291,1291,1974,1974,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),257490,260500,231126,235653,295085,295029,295178,261538,234477,204905,201616,102434,98897,66413,10538,3005,2865,2668,2493,2413,1615,1701,1703,3382,3277,3399,3523,3578,2662,560,1226,900,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6195,6118,4477,2690,4863,2165,2190,2215,2240,2264,2289,2314,2339,2363,2395,2478,2503,1010,1020,1030,1040,1050,2736,2762,--,--,--,--,--,--,1340,1450,--,--,
固定资产原值(万元),--,288840,--,214421,--,272292,--,241908,--,222031,--,211415,--,204454,--,148991,--,131350,--,97467,--,77204,--,63164,--,59695,--,44504,--,41960,31461,29896,19593,--,
累计折旧(万元),--,69157,--,45598,--,77893,--,72426,--,63201,--,57565,--,50119,--,39073,--,33392,--,26388,--,23234,--,19333,--,16930,--,15133,--,13255,10431,9131,7162,--,
固定资产净值(万元),--,219684,--,168823,--,194399,--,169482,--,158830,--,153850,--,154335,--,109918,--,97958,--,71079,--,53970,--,43831,--,42765,--,29371,--,28705,21031,20764,12431,--,
固定资产减值准备(万元),--,--,--,--,--,23,--,23,--,23,--,23,--,23,--,36,--,36,--,64,--,68,--,68,--,68,--,69,--,69,--,68,68,--,
固定资产(万元),--,219684,179522,168823,195756,194376,174186,169459,154923,158807,153079,153827,156734,154312,151768,109882,97767,97922,72709,71015,53623,53902,49026,43763,43617,42697,32526,29302,29125,28636,21031,20696,12364,12604,
在建工程(万元),--,6387,35674,29810,44377,40198,35220,23797,11154,6952,8780,4626,14587,4138,2307,3734,4215,2672,787,61,524,437,1641,2073,1564,1563,864,3235,3188,2476,314,6,116,101,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
