报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),88136,90865,43346,62996,82926,57550,117245,33780,24105,83606,56673,31663,38852,61029,53230,54823,56611,57929,48186,49883,49444,65103,45230,44952,51780,55565,53629,54135,11940,17003,14331,9765,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,291,570,570,570,224,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),97,486,387,50,541,297,--,130,235,201,812,420,452,521,617,445,144,58,10,42,19,78,70,40,24,43,51,75,51,49,13,--,
应收账款(万元),80024,103865,98628,79642,76324,140847,92086,56289,40898,53329,44562,41541,32580,48983,45561,39949,29384,20987,29620,16221,10376,14784,24946,15561,12651,11650,17480,15346,15032,15291,10782,6051,
预付款项(万元),13504,2825,9443,2003,1175,368,6219,10381,4689,969,5948,5148,1738,750,8545,6608,4470,108,563,652,413,195,819,362,665,149,128,148,389,324,75,9,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,465,448,159,674,319,443,--,41,63,168,122,401,371,357,352,325,406,358,359,--,333,100,333,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,4718,6418,12284,11311,16253,9527,2935,2718,2860,2319,4503,4274,4985,4784,4164,2208,2293,1135,626,739,1373,1291,1051,714,683,365,654,491,896,859,1728,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),56534,44852,96245,87010,83707,82810,86732,53996,44047,41415,37437,40232,34982,27088,23726,21787,22688,11716,13760,12705,10334,10201,11677,11152,10308,9737,9686,10679,9286,8980,7849,5900,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,154,83,83,--,212,--,90,90,--,--,30,30,53,53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),25215,6245,48403,49695,37338,17358,38592,25914,59787,4332,45119,14049,18767,2927,16806,18396,36737,14537,17400,14200,16500,1000,17500,11800,7000,1500,--,--,100,--,--,1700,
流动资产合计(万元),268727,254145,303594,294808,294424,315866,351286,183743,177012,186802,192910,137618,131842,146436,153723,146596,152601,107980,110999,94734,88183,93093,101532,85251,83241,79661,81339,81037,37289,42543,33909,25153,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),950,950,7977,7977,7977,7977,7891,7891,8592,7988,8263,8257,8973,8442,7416,7410,2098,2098,2139,1959,1100,--,--,--,--,--,--,--,--,--,1426,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),61471,61109,14578,14642,14707,14101,14685,14279,14421,14283,697,777,810,874,3965,825,925,1043,1628,1655,1683,1711,1744,1770,1795,1821,1815,1869,1901,1928,3686,1826,
固定资产原值(万元),--,149768,--,144093,--,143377,--,88875,--,76463,--,61841,--,54008,--,42850,--,29455,--,26759,--,26495,--,25034,--,23966,--,23365,--,23227,23324,--,
