报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),55596,61265,52524,55320,80434,66734,66186,100199,101259,21599,23544,22574,25229,29320,64417,67374,72383,82497,98721,92556,98826,97039,107904,106007,104809,103360,113142,10952,12992,13097,10116,3404,2307,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),98,81,126,831,841,1834,2656,4384,4384,841,841,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),67262,80823,108526,141355,139793,114592,69620,48095,38408,24995,24851,15561,16371,11545,4141,12171,11339,9945,10077,8385,9663,8902,3579,8565,13752,7450,6943,3257,6691,8264,702,100,--,
应收账款(万元),91021,68280,75978,74057,86558,73012,70639,62162,58007,40307,38646,35342,29647,24594,23002,11085,6917,17707,17763,20615,19562,24760,28537,25699,25676,29924,28615,29373,22844,19187,8495,4899,3602,
预付款项(万元),11444,9424,12348,12930,8774,9365,5440,5983,4828,2127,2342,2640,1780,6633,3265,3102,727,16358,3339,4299,1097,4588,1463,1260,1272,839,1981,3461,2865,2563,3336,194,476,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),64,--,83,257,119,671,463,406,291,60,54,102,73,44,30,1137,711,619,180,1830,1390,778,154,2241,1595,903,187,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,3425,2520,1403,1517,1753,1268,2105,663,835,1240,911,1076,4074,3649,2154,2281,2430,2409,2482,2487,482,288,343,376,355,682,341,490,566,179,1532,537,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),145135,154082,130071,108672,104451,86853,56956,41426,34662,39804,42287,39045,37550,36316,35191,21186,24127,27707,26567,20090,20941,19209,18535,19235,21630,25707,27878,30650,38798,43486,16647,4343,4737,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),69396,55366,50807,50125,48783,84879,82287,52561,60634,15617,12758,19067,14520,15252,5060,11290,12488,3397,4808,13300,8989,11137,3692,713,612,--,--,--,--,--,--,--,--,
流动资产合计(万元),442682,432746,432983,444950,471269,439693,355516,317321,303138,146186,146565,135242,126246,127777,138756,129498,130974,160660,163863,163558,162954,166894,164150,164062,169722,168539,179427,78035,84681,87164,39474,14473,11659,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,200,200,200,200,200,200,200,200,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),26314,25450,25014,25001,18,18,12,21,24,28,29,--,--,--,--,--,--,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),119273,--,88741,--,79400,--,76002,--,72913,--,49862,--,48334,--,32183,--,15523,--,10807,--,10666,--,10557,--,10338,--,10093,--,9753,9688,8002,--,--,
累计折旧(万元),21268,--,17960,--,14931,--,12548,--,10838,--,9566,--,7892,--,6385,--,3928,--,3543,--,3135,--,2749,--,2333,--,1998,--,1611,1402,910,--,--,
固定资产净值(万元),98004,--,70782,--,64470,--,63453,--,62075,--,40296,--,40442,--,25799,--,11595,--,7263,--,7531,--,7808,--,8006,--,8096,--,8142,8286,7092,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),98004,86554,70782,64233,64470,62945,63453,60022,62075,44379,40296,40731,40442,28351,25799,16654,11595,7435,7263,7385,7531,7680,7808,7968,8006,8211,8096,8244,8142,8286,7092,6347,4651,
在建工程(万元),--,23103,36056,34691,31722,29011,25932,25053,19169,39700,39411,39528,38280,38943,30867,25323,30345,13118,7892,5959,4570,446,337,314,354,169,62,11,2,2,292,249,225,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,162,--,--,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),21735,18094,18230,15342,15434,15499,15603,15676,15788,15750,15851,15952,15998,15873,15969,14036,14116,4950,4978,5007,5035,5063,5091,5120,5148,5176,5204,5233,5261,5289,3132,3201,3268,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,3779,3779,3779,3779,8807,8807,8807,8807,9387,9387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),4103,3461,3458,2415,2333,2013,2096,1972,2069,265,284,305,285,67,84,66,77,94,111,129,104,124,143,163,183,175,193,211,193,191,164,111,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),9612,9579,9844,9091,8544,8361,6623,4752,4006,4419,3971,3480,3230,2491,2357,1949,2078,1687,1621,1532,1594,1471,1448,1417,1506,1342,1392,1008,1982,2328,427,128,178,
其他非流动资产(万元),581,10941,10676,12139,7830,4137,4551,3881,2866,3419,3654,2617,2795,243,243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),190822,177182,174059,162912,130350,125762,122250,115357,109976,116966,112503,111620,110038,95718,84906,58227,58411,27527,21867,20010,18834,14783,14828,14982,15197,15072,14948,14707,15580,16097,11106,10036,8322,
资产总计(万元),633504,609928,607042,607862,601620,565455,477766,432678,413114,263152,259067,246862,236284,223496,223662,187725,189384,188186,185730,183568,181788,181677,178978,179044,184918,183611,194375,92742,100261,103261,50580,24508,19981,
短期借款(万元),8308,12698,17958,17558,7608,7608,7608,7408,7108,6908,6908,5908,6008,4758,7658,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1800,1000,2100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,51613,50019,50754,52236,42172,25224,12279,9960,7361,3624,3640,2748,1627,2023,2266,1703,1018,722,1106,838,282,540,1009,1069,1747,1858,1773,1810,--,--,--,
应付账款(万元),--,--,57361,44302,55889,45127,37527,26768,17522,16527,17766,16977,15370,10215,9555,4607,5192,4511,2711,2531,1702,2118,2391,1651,3187,3246,4841,6207,7357,6992,3285,1699,2999,
预收账款(万元),51751,49900,68009,94159,97782,84158,25280,9036,17799,9108,12978,8151,6212,6532,2619,1273,3342,7570,9777,8365,8058,9201,7627,6363,11687,12501,16117,21072,34054,51250,19165,4939,3758,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3944,2441,2157,1377,3472,1395,1161,710,1919,683,592,503,1426,520,354,370,912,466,308,209,662,639,375,293,747,574,617,374,1130,838,966,775,436,
应交税费(万元),12021,6739,5314,8057,7312,5965,3124,3234,2007,2293,2223,1435,1738,1550,1364,737,685,863,558,268,336,316,743,404,337,307,1591,1307,2239,83,3787,1089,1231,
应付利息(万元),20,--,37,18,18,18,24,19,19,16,16,16,18,43,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,1,6,
应付股利(万元),--,--,4774,--,--,2774,4774,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,550,125,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,564,926,978,678,871,681,867,1078,668,689,435,924,2128,9730,192,196,171,179,221,218,130,33,31,31,244,234,72,34,30,0,24,73,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,300,300,46,90,650,709,138,118,142,170,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),3073,2611,2611,1017,1017,1017,1095,1958,1958,1956,2603,1760,1760,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
