报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),101441,110103,90688,99768,114957,99725,144557,161986,94897,81909,74860,74369,78872,52688,46474,56703,32976,9630,11628,16180,11249,9943,3384,4538,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,7106,7106,1980,5978,8008,8000,8000,8000,2500,2500,300,900,600,--,100,100,--,--,--,--,--,--,
应收账款(万元),558755,618589,440629,365785,316790,271577,261404,229431,249214,194176,188125,147806,125369,112844,100429,97640,98555,75501,75995,62783,38840,11374,9279,3429,
预付款项(万元),167153,48073,77145,64500,44676,39530,39554,29453,48391,39651,48349,60740,40073,15143,26883,9056,8552,8963,8964,10551,13014,7609,4142,3692,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1546,1113,1139,760,726,881,876,569,1040,876,--,105,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),23581,21942,25098,34583,27277,25261,28025,23193,21729,24673,25161,16737,12065,13202,13470,15097,13162,11666,8859,7476,7019,5361,1566,1193,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
