报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),32219,31271,34357,7822,4858,6411,3781,5407,4534,8736,3600,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,10,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1421,1512,826,1023,1039,514,482,1126,705,566,208,
应收账款(万元),2289,2341,4053,3416,3643,4048,4508,3950,3790,3423,4184,
预付款项(万元),499,545,385,485,397,991,552,594,387,668,441,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),163,34,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),56,72,251,44,204,61,115,128,194,213,258,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6555,6678,5782,5299,5293,4746,5358,5957,6923,7138,6431,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,40,--,11,46,--,--,--,--,--,--,
流动资产合计(万元),43202,42492,45654,18100,15481,16771,14796,17161,16532,20754,15122,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2544,2485,2422,2552,2429,2491,2667,2548,2500,1543,1592,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,25008,--,24458,--,24081,--,21713,--,--,--,
累计折旧(万元),--,12839,--,12179,--,11133,--,9524,--,--,--,
固定资产净值(万元),--,12169,--,12279,--,12947,--,12190,--,--,--,
固定资产减值准备(万元),--,457,--,457,--,458,--,101,--,--,--,
固定资产(万元),11861,11712,11696,11822,12020,12490,12417,12088,11088,10347,10174,
在建工程(万元),511,867,812,797,476,320,213,122,840,1064,227,
工程物资(万元),5,5,5,4,6,5,4,2,7,4,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2681,2712,2055,2208,2268,2328,2442,2236,1888,1935,1983,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,42,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),93,104,101,108,119,123,86,55,64,48,44,
其他非流动资产(万元),2042,643,933,835,190,86,346,269,465,117,427,
非流动资产合计(万元),19735,18528,18065,18328,17508,17842,18176,17320,16851,15058,14447,
资产总计(万元),62937,61020,63719,36427,32990,34613,32972,34481,33383,35812,29568,
短期借款(万元),--,--,--,1200,1980,2500,2100,5220,7150,9435,6929,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,300,--,--,--,440,--,
应付账款(万元),1856,1720,2690,2566,1999,1884,1995,2613,2711,2968,3922,
预收账款(万元),366,576,550,499,146,264,543,175,275,228,267,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),509,427,327,987,448,676,789,328,459,399,341,
应交税费(万元),712,373,386,1106,687,701,1152,1394,1510,1245,1299,
应付利息(万元),--,--,--,2,3,5,5,13,14,113,22,
应付股利(万元),--,--,--,--,--,--,--,--,--,2144,2364,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1815,1792,1761,1816,2988,2117,1527,1176,1063,963,912,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,3200,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5257,4888,5715,8175,8250,8445,8111,10919,13183,17935,19256,
长期借款(万元),--,--,--,--,--,--,--,1980,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,8,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),262,271,228,236,200,176,166,--,60,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,58,--,65,53,
非流动负债合计(万元),262,271,237,236,200,176,166,2038,60,65,53,
负债合计(万元),5519,5159,5952,8411,8450,8621,8277,12957,13243,17999,19309,
实收资本(或股本)(万元),8520,8520,8520,6390,6390,6390,6390,6390,6390,6390,5250,
资本公积(万元),38490,38490,38490,12287,12287,12287,12287,12287,12287,7084,3229,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2460,2460,2460,2460,1762,1762,1090,400,400,1464,1135,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),7948,6392,8297,6880,4101,5553,4928,2447,1063,2875,645,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),57418,55861,57767,28017,24539,25992,24695,21524,20140,17813,10260,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),57418,55861,57767,28017,24539,25992,24695,21524,20140,17813,10260,
