报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),64670,69021,35348,47262,89926,97688,59893,75532,83935,102785,80753,167161,83323,78080,97152,88630,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),15218,25009,20027,--,--,--,60971,21238,38300,34676,54996,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3331,11185,302,1653,2536,7077,652,718,4807,14034,1408,1520,24267,2716,4378,10178,
应收账款(万元),8233,6903,7477,5227,6054,7131,6665,7020,7495,6131,6903,6558,7210,7442,6866,7157,
预付款项(万元),402,482,684,240,1695,3538,1214,3564,266,324,8585,7399,2074,4447,12755,13276,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),814,791,1464,1126,952,894,1063,1062,1401,1061,1660,1956,2343,2787,2581,2759,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),205252,209799,203352,191103,192534,195704,182261,173228,165912,164682,154272,137783,118148,106813,100446,87420,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),99701,98915,88658,81562,95197,99498,37903,81257,57957,47872,9,19,5,4,16,111,
流动资产合计(万元),397620,422106,357310,328172,388894,411530,350623,363619,360074,371564,308587,322396,237371,202290,224193,209531,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,15000,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,209245,--,201628,--,198404,--,187899,--,185851,--,176795,164159,145672,--,--,
累计折旧(万元),--,78034,--,71468,--,64934,--,60042,--,54722,--,47638,44878,36111,--,--,
固定资产净值(万元),--,131211,--,130160,--,133470,--,127858,--,131129,--,129157,119281,109560,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
