报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),8721,12855,15031,16152,18737,18159,20021,22160,30442,28721,24176,25991,27728,29375,29345,27691,26293,29578,29032,28884,28107,27267,26609,26011,27609,4061,4105,4094,4389,3902,1744,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9057,9365,7737,7785,7396,7781,7088,6500,5688,7376,6845,5962,5604,7585,7690,6256,5750,6227,4684,4194,3691,4731,4467,4095,3381,4509,3401,2333,2561,798,550,
应收账款(万元),7499,7874,7901,7897,6681,6105,6389,5520,5098,5040,4917,4269,3869,3279,3591,3675,2665,1363,1730,1162,775,530,1316,1470,1198,465,912,521,271,243,239,
预付款项(万元),347,283,402,320,329,218,393,542,470,436,429,550,401,276,667,421,336,263,286,247,180,81,358,97,257,233,418,299,240,139,97,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),151,99,681,830,942,1039,1315,1193,1289,623,843,637,733,632,530,416,443,311,481,358,486,381,263,81,380,284,32,154,55,23,176,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
存货(万元),7947,6380,6437,6211,6478,5986,5679,5076,4640,5167,6241,5768,5251,5131,5339,5211,5827,3423,2949,2842,3044,2604,2645,2211,2087,1879,1854,1936,1668,795,665,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),30204,24968,21285,19861,13196,15310,12122,7938,553,329,3100,2109,13,49,11,--,--,21,--,--,--,--,--,0,108,--,--,--,--,--,--,
流动资产合计(万元),63927,61824,59474,59055,53759,54597,53008,48929,48181,47692,46552,45285,43599,46328,47172,43671,41315,41185,39162,37688,36284,35593,35659,33965,35021,11432,10721,9335,9184,5901,3472,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),4000,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1066,1076,1087,1097,1108,1118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产原值(万元),--,24563,--,18939,--,18662,--,17130,--,18047,--,12911,--,12663,--,8619,--,7088,--,5925,--,5879,--,5355,--,5175,--,4980,4862,--,--,
累计折旧(万元),--,6399,--,5659,--,5095,--,4427,--,4474,--,4259,--,3516,--,3147,--,2353,--,2049,--,1849,--,1611,--,1516,--,1283,1058,--,--,
固定资产净值(万元),--,18164,--,13280,--,13567,--,12702,--,13573,--,8651,--,9147,--,5472,--,4734,--,3876,--,4030,--,3744,--,3659,--,3696,3804,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),18021,18164,13322,13280,13458,13567,13991,12702,13089,13573,8617,8651,8823,9147,5446,5472,5588,4734,3949,3876,3923,4030,3807,3744,3553,3659,3600,3696,3804,2994,1702,
在建工程(万元),213,27,3783,3826,3678,3651,2579,3818,2407,1976,7330,4003,3445,2985,5042,4179,3745,3401,3041,2098,1334,673,34,32,34,12,425,25,--,--,801,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
无形资产(万元),2733,2754,2775,2796,2817,2839,3431,3454,3487,3517,2203,2224,2216,2236,1102,1119,1112,1129,1109,1109,1125,1140,1159,1167,1172,1170,762,769,736,696,715,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,921,921,921,921,973,973,973,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),134,117,130,142,155,168,209,184,131,245,263,297,203,268,117,85,94,72,83,94,106,117,170,143,153,163,134,143,162,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),258,258,179,179,179,179,92,92,169,263,124,124,215,215,126,129,162,107,50,50,55,55,29,29,57,57,45,72,58,3,--,
其他非流动资产(万元),42,186,--,--,57,57,--,--,--,9,18,18,18,30,--,--,--,300,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动资产合计(万元),26467,26582,25275,21321,21452,21578,20301,20250,19282,19583,19474,16238,15840,15802,12806,11957,11673,9742,8232,7228,6543,6016,5200,5115,4970,5060,4966,4705,4760,3693,3218,
资产总计(万元),90393,88406,84749,80376,75211,76175,73309,69179,67463,67275,66027,61524,59439,62130,59978,55628,52988,50928,47394,44916,42826,41609,40859,39080,39990,16492,15687,14040,13944,9594,6690,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,200,200,200,200,200,200,200,--,--,--,--,--,--,0,--,--,--,--,--,200,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
