报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),28268,33858,19121,22459,29807,32422,35680,61771,118369,66973,12814,32319,29649,15043,139738,28311,54007,57344,30364,18411,2951,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,105,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),131778,149143,120630,113042,100627,108380,89508,84121,75596,79325,67856,53557,66314,63663,46465,55286,56492,41197,24950,3605,1576,
应收账款(万元),106481,95270,121933,118957,113734,94741,105979,103336,91422,82031,95620,86041,90438,63312,73273,61525,50775,49090,49037,22478,8403,
预付款项(万元),9543,3990,4059,3076,11651,9529,7091,6386,1811,1986,413,369,1413,2149,2638,605,4665,2130,1152,8002,2171,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),154,81,--,--,--,209,--,--,--,--,--,310,46,23,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3224,2656,942,1112,1143,919,1099,487,260,92,309,659,455,201,178,64,218,152,984,681,48,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),67877,47893,61405,62903,64163,47789,49879,49251,46594,43816,47213,40692,37369,48152,32606,37736,21138,18734,15484,18545,5932,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),140621,119130,110624,114327,137987,157896,140833,115153,82612,139175,177133,160090,140937,178394,50203,759,286,--,--,--,--,
流动资产合计(万元),487946,452125,438714,435875,459113,451886,430070,420504,416664,413397,401357,374037,366622,370937,345101,184286,187580,168646,121971,71722,21082,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1247,1247,1213,1163,1079,1079,996,1016,996,996,1000,1000,1000,1000,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,103870,--,92858,--,86856,--,80691,--,52490,--,49829,--,45963,--,42296,28153,--,--,--,--,
累计折旧(万元),--,23208,--,19920,--,17352,--,14918,--,12676,--,10917,--,9253,--,7650,6281,--,--,--,--,
固定资产净值(万元),--,80662,--,72938,--,69503,--,65773,--,39814,--,38912,--,36710,--,34646,21872,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),87737,80662,73340,72938,69742,69503,67203,65773,45422,39814,38415,38912,36816,36710,36716,34646,21872,14935,11939,10815,6258,
在建工程(万元),8754,11892,12643,9185,10873,7528,5749,5275,11388,12477,6957,3279,3280,2848,1400,2812,12491,12915,4859,1110,1577,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),116,116,116,116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19076,19329,13862,13815,13899,13849,10973,11046,9680,9783,9852,9506,9572,9587,9653,9642,9766,9442,9799,7586,5073,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),21,21,22,22,22,171,187,204,145,146,123,134,121,131,136,145,165,32,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),4474,4340,6017,5325,5123,4743,6330,5696,6261,5265,5509,4936,4325,3218,3555,3673,2408,3833,548,404,134,
其他非流动资产(万元),1117,605,1043,1649,1102,892,844,760,2388,1621,1419,1988,2327,1576,1112,703,456,456,--,--,--,
非流动资产合计(万元),122542,118212,108256,104212,101841,97766,92282,89770,76279,70102,63275,59755,57440,55070,52572,51622,47157,41613,27145,19915,13041,
资产总计(万元),610488,570336,546970,540087,560953,549652,522352,510274,492942,483499,464632,433792,424062,426007,397672,235908,234736,210259,149116,91637,34123,
短期借款(万元),1570,--,--,--,--,--,--,--,--,--,--,--,--,912,--,--,17961,4120,--,--,6650,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),549,--,--,--,--,--,--,--,78,--,--,--,--,--,--,--,--,--,--,3430,151,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),210,210,210,210,705,1545,650,890,3087,3090,1677,1206,563,70,--,--,--,--,410,--,454,
应付账款(万元),66084,55362,53531,58599,54811,45267,44615,51826,33771,39862,47298,31860,20738,34776,17039,23722,15415,17167,10259,3974,5108,
预收账款(万元),1410,1923,3034,1523,2451,2634,2313,2731,1368,2265,1658,2880,2419,2718,1838,858,1061,2111,2289,4258,1902,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1598,3111,2350,1965,1425,2646,1850,1511,1347,1942,1368,1122,833,1580,1131,943,1229,1333,992,831,391,
应交税费(万元),2211,3298,2933,4795,2960,4866,3684,6017,6519,4828,4307,3253,4383,1076,3842,5843,6592,3801,4753,5384,1171,
应付利息(万元),260,167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2013,1942,2083,2127,2313,6873,7439,2313,2061,2748,2849,2372,2008,2543,1971,1034,1090,997,517,471,164,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131,44,--,--,10,
流动负债合计(万元),75905,66013,64141,69220,64664,63833,60551,65288,48232,54736,59156,42694,30943,43674,25820,32400,43479,29573,19220,18347,16002,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),21381,1440,1498,1557,1615,1674,1733,1791,1850,1909,1980,2026,2073,2119,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2061,2104,1148,542,--,--,--,
非流动负债合计(万元),21381,1440,1498,1557,1615,1674,1733,1791,1850,1909,1980,2026,2073,2119,2061,2104,1148,542,0,0,0,
负债合计(万元),97286,67452,65639,70776,66280,65507,62283,67079,50082,56645,61136,44719,33016,45792,27881,34504,44628,30115,19220,18347,16002,
实收资本(或股本)(万元),40200,40200,40200,40200,40200,40200,40340,40200,40200,40200,40200,40200,40200,40200,40200,34200,34200,34200,34200,9000,9000,
资本公积(万元),151181,151181,151181,151181,151181,151181,151183,151183,151183,151183,151183,151183,151183,151183,151131,27,27,27,27,3447,3447,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,20654,14952,11264,6133,1226,3,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),299931,289770,268244,256223,281482,271451,247907,230863,230789,214817,191459,177036,179009,168178,157807,146524,140931,134653,89536,59617,5672,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),512958,502689,481130,469105,494477,484001,460070,443197,442826,426854,403496,389072,391046,380215,369792,201404,190109,180144,129896,73290,18121,
少数股东权益(万元),244,195,200,206,196,144,-1,-2,34,-0,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),513202,502884,481330,469310,494674,484145,460069,443195,442860,426854,403496,389072,391046,380215,369792,201404,190109,180144,129896,73290,18121,
负债和所有者权益(或股东权益)总计(万元),610488,570336,546970,540087,560953,549652,522352,510274,492942,483499,464632,433792,424062,426007,397672,235908,234736,210259,149116,91637,34123,		
  
