报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11675,22429,14884,15809,10414,18824,12183,9330,16281,24014,14671,16591,3844,12222,12447,10890,7789,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),30506,31865,38208,35667,27007,27456,31489,26828,19601,18900,19918,16173,11714,11269,10343,6132,3311,
预付款项(万元),1625,279,1009,403,682,695,2678,1044,1014,1136,4839,2605,3072,1649,702,248,326,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5451,5246,5081,4876,4877,5234,4839,5093,4958,3817,4101,3614,3888,2811,2111,1606,1020,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),34769,29054,26260,24046,25681,16456,19599,18998,20005,13979,14184,13038,14808,8797,5982,4943,3798,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,1,--,--,12,34,34,34,58,27,27,27,70,--,--,--,
流动资产合计(万元),84027,88874,85442,80801,68660,68677,70822,61326,61892,61904,57740,52048,37352,36818,31585,23819,16244,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2150,1750,1550,1550,1550,1350,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,1000,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
