报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),40522,11127,11160,9376,6309,7252,4740,1833,907,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),797,1510,784,2580,949,1314,620,1124,378,
应收账款(万元),24946,23669,25218,21737,20831,8881,7206,6624,3930,
预付款项(万元),320,368,426,382,74,76,56,90,83,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),1467,1240,1065,767,597,567,264,246,152,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),8402,8446,7818,9402,6239,5575,2381,1765,846,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1,2,5,17,--,1,4,0,--,
其他流动资产(万元),--,--,--,--,--,117,--,--,--,
流动资产合计(万元),76455,46362,46476,44260,34999,23784,15270,11682,6296,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),350,350,350,250,1000,1000,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,--,2388,2285,2030,--,1389,--,--,
累计折旧(万元),--,--,1184,1086,718,--,404,--,--,
固定资产净值(万元),--,--,1204,1199,1312,--,985,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),1210,1272,1204,1199,1312,1299,985,572,245,
在建工程(万元),--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),101,56,40,45,39,18,24,12,10,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,0,97,118,180,50,182,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),417,445,425,379,209,188,185,127,16,
其他非流动资产(万元),--,--,--,--,--,--,--,363,--,
非流动资产合计(万元),2079,2123,2019,1873,2657,2622,1374,1124,453,
资产总计(万元),78534,48484,48495,46133,37656,26406,16644,12806,6749,
短期借款(万元),4816,5045,5870,3400,1895,1985,1000,1690,467,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),9317,10285,10390,11001,11232,6608,2885,1831,1055,
预收账款(万元),2361,1552,1185,1628,431,833,285,79,13,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
