报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),77005,92063,43052,35251,60235,67667,115855,52893,56633,69257,58960,73693,61999,66989,64720,62912,83554,88486,93228,90292,66873,84109,95604,80317,66783,101402,100230,98236,86219,115187,105719,96061,93079,112736,106688,105798,7481,7851,4513,5261,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收票据(万元),1219,1225,385,227,41,26,175,167,190,162,117,96,64,71,99,104,340,231,155,604,56,115,27,41,11,78,19,8,41,460,1196,--,51,57,225,66,64,65,--,--,
应收账款(万元),43814,46011,48081,44574,38269,39812,29269,33009,29880,33822,26805,24013,22106,18089,15659,15284,13453,13097,13206,12487,14146,16311,15948,16568,11587,13227,15366,12683,8402,8696,9943,7551,5265,5524,6643,6029,3906,3868,2877,1105,
预付款项(万元),13221,13445,7387,17228,13183,11778,10007,10305,13385,16163,10397,10978,8148,7180,4453,4912,4971,4143,4023,5484,7550,6662,6579,8659,10088,5412,4055,4664,3606,2421,2514,2431,1771,1530,1707,2225,1522,1910,1791,1398,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
