报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16033,13316,15530,63534,26785,25663,13253,12145,13308,10682,10075,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,112,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),2932,2293,2101,1789,2355,1606,1730,1771,2318,3142,2019,
预付款项(万元),1583,1303,1539,1369,1328,1157,1317,971,953,734,705,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),321,298,297,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),399,382,688,667,653,657,624,637,726,922,2468,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),3024,2620,2274,3722,2144,1711,3295,2881,3061,2204,1949,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),211,365,564,516,804,658,1109,--,--,212,1700,
流动资产合计(万元),24502,20576,22994,71597,34067,31452,21329,18405,20366,17897,19027,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),49522,49521,49522,27,25,28,3,3,3,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),199,--,--,--,--,--,--,--,--,3,863,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20966,--,9276,--,9309,9273,9052,8882,8374,4867,
累计折旧(万元),--,4815,--,4495,--,4223,3950,3287,2575,1936,1691,
固定资产净值(万元),--,16151,--,4781,--,5087,5323,5765,6307,6438,3176,
固定资产减值准备(万元),--,140,--,140,--,140,140,140,140,--,--,
固定资产(万元),15887,16012,10486,4641,4924,4947,5183,5625,6168,6438,3176,
在建工程(万元),12670,13303,17957,21931,20275,19551,19221,15810,1992,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4058,4090,4113,4140,4141,4173,4239,4404,4546,2221,393,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),947,1015,898,744,837,772,1076,1765,2392,2404,1144,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),322,410,428,480,402,396,419,445,485,371,52,
其他非流动资产(万元),--,11,582,584,388,322,185,1138,92,46,1417,
非流动资产合计(万元),83605,84362,83986,32547,30991,30189,30325,29191,15678,11484,7046,
资产总计(万元),108107,104938,106980,104143,65058,61641,51654,47596,36044,29381,26072,
短期借款(万元),--,--,--,--,10000,10000,--,--,--,2000,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
