报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),5097,11794,8954,20667,15642,18126,11339,16239,10019,8845,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12006,10920,8804,5892,6750,6802,6959,6668,4785,3525,
应收账款(万元),11793,11130,9692,11913,10711,10672,9525,12582,11258,8030,
预付款项(万元),2376,1089,1347,1218,1774,1704,1264,2313,1721,2459,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),93,161,64,68,66,74,77,108,88,52,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),10936,12596,13600,13955,12614,14713,17066,14581,14741,16396,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),18166,4452,12221,16,109,48,359,--,--,--,
流动资产合计(万元),60467,52140,54683,53730,47668,52140,46587,52490,42611,39308,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,42687,41933,--,38768,--,37151,34195,33893,31766,
累计折旧(万元),--,21291,19976,--,18293,--,15611,14412,13178,10327,
固定资产净值(万元),--,21396,21956,--,20475,--,21540,19783,20715,21439,
固定资产减值准备(万元),--,806,806,--,805,--,--,--,--,--,
固定资产(万元),21426,20590,21150,18727,19670,20570,21540,19783,20715,21439,
在建工程(万元),1107,1196,200,1487,634,623,133,1355,467,1690,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),16400,11648,6373,6454,6551,6627,6704,5461,5523,5662,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),150,167,124,138,173,217,277,319,332,387,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),857,865,895,886,886,1199,1336,1500,1538,1492,
其他非流动资产(万元),213,1800,5485,4258,290,160,--,244,--,--,
非流动资产合计(万元),40152,36266,34226,31949,28204,29397,29989,28661,28575,30670,
资产总计(万元),100620,88405,88909,85678,75872,81538,76577,81151,71186,69977,
短期借款(万元),27000,22000,22500,17000,17500,22085,26610,29083,21399,26623,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2000,4000,8000,14000,15000,22000,14500,17600,15000,8500,
应付账款(万元),9132,4697,4042,3821,5304,4134,3825,4328,3883,3607,
预收账款(万元),735,541,456,375,428,1026,594,222,889,625,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1431,1251,1527,1129,1293,869,910,643,718,657,
应交税费(万元),1094,1293,673,802,1267,699,388,667,126,-469,
应付利息(万元),35,28,33,25,30,40,55,88,65,62,
应付股利(万元),--,--,--,--,996,--,57,693,1447,2179,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),15,27,35,36,39,38,59,95,114,694,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),616,550,561,517,408,504,306,269,351,271,
流动负债合计(万元),42057,34388,37828,37705,42266,51395,47304,53688,43992,42748,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),720,769,922,921,1015,1108,1202,--,--,--,
递延所得税负债(万元),105,106,107,109,110,112,113,115,116,119,
其他非流动负债(万元),--,--,--,--,--,--,--,1290,1377,1441,
非流动负债合计(万元),825,875,1029,1029,1125,1220,1315,1404,1493,1560,
负债合计(万元),42882,35263,38857,38735,43390,52615,48620,55092,45485,44308,
实收资本(或股本)(万元),6010,6010,6010,6010,4980,4980,4980,4980,4980,4980,
资本公积(万元),25036,25004,25004,25004,15388,15388,15388,15388,15388,15388,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),3113,3100,3078,3287,3196,3290,3284,3322,3156,2764,
盈余公积(万元),1233,1233,1233,1020,1020,275,275,221,221,121,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),18574,16710,13638,11082,7897,4990,4031,2147,1956,2417,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),53966,52057,48963,46404,32482,28923,27957,26059,25702,25670,
少数股东权益(万元),3772,1085,1089,540,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),57738,53142,50052,46943,32482,28923,27957,26059,25702,25670,
负债和所有者权益(或股东权益)总计(万元),100620,88405,88909,85678,75872,81538,76577,81151,71186,69977,		
  
