报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),222443,313711,298147,201537,156979,149890,119406,125850,87790,132956,84481,124761,74598,108034,88372,96522,112422,111577,81828,82887,121726,95465,109638,84691,102395,99271,90767,96161,116618,152641,109457,117935,100518,160368,45644,40637,44168,55626,50588,49998,36872,40356,35847,39863,37039,25505,38338,53447,70551,61916,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),2149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5592,4693,4347,8496,2295,6500,7860,1900,6800,1700,4500,--,3406,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),253302,300242,190476,212717,253938,331991,247255,293958,257601,220965,132545,136697,148110,179168,93816,126028,120681,131641,73326,95975,87056,107901,79287,69160,67308,77194,71312,67067,69507,72650,58228,56143,51525,28377,23912,30219,25013,19472,18202,19215,19463,14447,22940,24356,35633,24771,23784,29620,34237,29287,
应收账款(万元),913997,827154,865108,842206,804500,674771,662717,613233,564459,487640,532102,504032,529265,464328,546695,480398,461277,355868,357476,304304,293951,205168,237568,204799,184631,130510,143228,113870,109965,80751,91457,75566,71923,56440,62923,61340,55901,53586,55213,48604,54777,51914,51279,44409,44303,38359,36890,36996,39045,29021,
预付款项(万元),39392,50987,37725,47402,38491,37108,49444,27343,37340,30326,25160,26409,27960,20226,29730,17202,17949,13974,25287,26247,27263,17207,22150,20523,12102,19203,24948,25203,16779,11879,15556,11280,11292,10475,11001,10805,10250,8931,10127,7734,8603,8893,6076,5807,6786,7976,5581,5308,6116,8240,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收利息(万元),8,3,--,114,114,12,46,46,46,49,--,--,--,4,--,422,438,383,1159,1234,1275,1221,768,622,715,593,75,131,133,--,217,351,181,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
