报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),377354,271209,364787,387659,49495,67753,113261,37909,45614,64439,17212,21418,16783,21159,22232,18911,20504,28702,20362,23527,21789,26259,65685,29099,21918,32356,25246,17110,28922,18131,19138,12802,17682,17987,24113,29039,41428,47542,13455,13111,16253,17705,20296,20940,17616,18872,22144,19840,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,29,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,3,--,--,--,--,--,0,--,0,-8,3,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),44847,42255,40098,35098,28130,27110,27947,25626,20640,17407,21767,23449,25418,20595,23000,27792,20526,17985,23441,30902,25558,22662,20860,26703,22755,19938,21067,17973,12859,13783,13957,19964,8056,11208,11047,13773,12392,7934,4895,5372,10243,8907,4108,12483,7916,11602,4978,9790,
应收账款(万元),364456,307108,288959,266650,9453,11586,10820,6753,11945,15045,12292,10320,14943,14539,15615,10282,14812,14685,11550,6984,11667,9219,8559,6570,10836,9436,11324,5948,10157,9704,9860,6390,9916,10237,8431,6498,8034,6834,8558,4725,10525,9745,10315,6249,9199,6508,7668,4429,
预付款项(万元),21662,42531,24813,5518,4757,1900,7205,1446,2140,1965,1621,125,2163,4362,1852,285,4302,1319,1807,2259,2982,591,1053,934,5458,3779,5063,2115,16326,7358,6116,3335,8819,5267,6248,5288,17936,7710,11199,9688,17414,11542,13388,9203,8798,5123,5496,6085,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
