报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),69331,27429,42535,34944,40400,30707,39877,39939,98697,14181,10688,16077,9159,8082,14454,18984,12495,14157,18773,24672,20977,23528,28804,38837,33796,36555,39224,41321,35496,36935,34285,36298,32861,33237,37768,5578,5963,5962,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),2734,1446,2477,4653,1793,1342,2090,1778,1896,1945,1728,863,617,313,424,504,1201,1198,1114,507,201,149,541,527,120,126,53,10,39,27,30,82,31,0,0,100,27,20,
应收账款(万元),68085,63911,66843,71907,69784,66921,60785,61237,64856,64018,63465,60696,50241,46134,39607,39425,38981,32023,31686,30890,31226,30398,25287,24539,16721,13683,12078,10913,14004,13134,13633,13359,14443,14327,13202,11630,9487,7912,
预付款项(万元),4569,4829,3169,1403,3498,4924,2673,1884,3790,2789,2351,1580,985,756,630,448,1147,686,1002,471,2403,1851,1100,491,913,445,611,342,223,274,248,309,223,331,111,91,79,777,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,1811,1421,1343,892,1083,680,409,13,--,--,--,--,--,20,--,117,288,280,197,385,315,448,361,480,440,643,397,376,208,--,402,271,143,15,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),7264,7967,5152,4036,7285,6119,5938,4494,5926,5605,5714,3665,5087,4980,3981,3061,3915,3724,2974,2301,2994,2933,3424,1865,1236,995,664,575,838,825,656,453,635,538,465,509,537,291,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),37324,33226,28433,28165,31929,27598,26953,28209,30890,30790,28556,25693,26537,26311,24824,24270,23332,21138,15637,13226,12405,10211,9593,9061,8989,9480,9696,10139,10271,9726,9356,8749,6313,6475,7581,8333,5149,5441,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,1,2,4,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),15134,54638,58335,68703,29482,43483,43522,46537,120,88,199,285,779,19,24,295,--,--,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),204440,195258,208364,215154,185061,182176,182519,184486,206187,119417,112702,108859,93405,86597,83967,86992,81189,73214,71567,72364,70592,69386,69196,75681,62253,61724,62969,63698,61248,61130,58208,59651,54778,55051,59143,26242,21242,20402,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),--,--,--,--,10,10,10,10,10,10,10,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),1030,1143,1148,2995,3176,2243,2291,2391,2880,2638,2604,2803,1419,1564,705,387,527,587,203,271,328,45,79,110,130,150,--,--,--,--,--,--,--,0,--,0,0,0,
