报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),98151,125337,121734,162592,113212,141640,97918,90919,97201,132936,77869,94389,82896,138054,107801,93049,103725,124621,142018,164515,160365,179047,154486,126384,108514,147407,125300,62609,64841,78609,49964,50715,51808,66763,42365,40521,39227,48492,42576,38121,26117,35520,22556,25807,23860,37388,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1260,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,12,87,87,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),9970,12364,9550,20884,42011,45010,36651,40743,21993,33995,23652,35637,41196,56083,54109,51455,51530,28017,40315,40380,13866,34403,30754,22418,24824,22487,8880,22122,9851,11601,16652,18971,7051,9340,7560,8925,1873,10144,7675,4949,1477,9868,2265,3922,139,2950,
应收账款(万元),216322,200844,201095,234685,224715,220913,242876,197898,192379,144855,161615,127099,133536,93817,123677,119867,122920,82052,82351,75006,83170,58241,80316,72896,79116,50410,80718,70192,68839,44607,55066,49974,61488,36465,46580,33938,35108,31798,46378,56508,28602,21472,24451,18287,17114,12824,
预付款项(万元),3645,2136,4981,3762,6000,1867,13916,5576,5325,4777,16117,7259,3501,5014,3734,13099,16981,13988,16667,17480,18135,15870,15960,8464,8974,6615,11239,10266,13977,10243,11115,12011,15037,8767,11743,10969,10297,7324,10774,10198,11274,10716,10222,12584,8166,8412,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,300,300,--,0,--,300,--,--,--,240,240,0,--,240,--,0,--,0,--,--,--,--,--,--,--,0,
其他应收款(万元),264556,259091,223776,233345,288564,284732,210329,177768,138272,93637,32518,58220,38378,19104,16204,12246,31662,24802,11459,11412,9851,5968,12274,10129,8957,4778,7817,6698,4951,3488,5853,5163,5917,5586,7192,5630,4909,2984,6588,4149,4778,1826,5774,1750,3055,712,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
