报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),43299,18112,8717,13681,13092,20616,13420,16384,17734,18463,16306,36686,7058,2247,7654,6385,8462,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),38390,30847,42289,35150,25456,23142,22038,16331,14973,16576,11908,7799,5777,8479,7357,2762,2272,
应收账款(万元),47834,33181,34816,32853,33575,26833,25351,17992,19630,13328,16905,16836,11960,9981,8085,6035,6679,
预付款项(万元),4203,6207,6613,3632,3427,4589,8807,4512,4164,3662,1144,1093,1015,650,738,730,505,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),614,514,132,88,353,355,232,205,42,43,8056,9648,4948,5110,5347,1649,1470,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),61377,48036,41657,33834,33053,30274,29594,21377,18403,17288,16234,15500,12502,13972,10397,6575,5256,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1043,1248,720,613,54,34,27,9,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),196759,138145,134943,119853,109011,105846,99468,76810,74947,69360,70553,87562,43260,40439,39578,24136,24644,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),581,590,599,608,617,625,634,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,80671,--,60125,--,46475,--,20444,--,18490,--,13994,13956,13721,12564,--,--,
累计折旧(万元),--,20536,--,19639,--,17944,--,6919,--,6309,--,5620,5113,4845,4061,--,--,
固定资产净值(万元),--,60136,--,40486,--,28531,--,13526,--,12181,--,8374,8844,8876,8503,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),62955,60136,50634,40486,28795,28531,25783,13526,13366,12181,12388,8374,8844,8876,8503,8025,7036,
在建工程(万元),5843,5582,9363,18061,21562,18878,21200,19465,16927,15741,14868,17142,14692,13175,10067,2229,2,
