报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),43662,41580,116707,13063,19963,17911,34870,38263,14039,26266,18878,28098,60924,26995,15151,8724,5567,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),1602,1132,1340,334,952,969,560,348,716,803,454,177,761,524,1301,674,577,
预付款项(万元),796,853,1022,1185,1072,1168,966,572,386,351,237,542,813,539,364,42,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),552,725,128,422,95,164,125,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),317,246,213,225,244,781,671,657,680,616,540,575,553,527,517,524,179,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9452,9002,8587,8696,7574,7319,7349,7084,5757,4716,4897,4348,3712,4170,3251,2320,1436,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),107100,136700,67100,93151,99436,109365,112430,83200,29490,26831,28130,23015,--,431,325,264,--,
流动资产合计(万元),163480,190238,195097,117076,129336,137677,156972,130124,51068,59583,53136,56755,66763,33186,20909,12548,7759,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),5035,5068,5068,5237,4237,640,640,668,668,654,654,677,688,--,--,--,110,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),173214,--,153593,--,113425,--,100092,--,75063,--,73216,--,60621,55325,42481,30693,20425,
累计折旧(万元),37914,--,31690,--,26894,--,23064,--,19976,--,16890,--,14185,11709,7654,4422,2364,
固定资产净值(万元),135300,--,121904,--,86531,--,77028,--,55087,--,56326,--,46436,43616,34827,26271,18061,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),135300,133892,121904,91802,86531,76412,77028,66719,55087,55224,56326,45236,46436,43616,34827,26271,18061,
在建工程(万元),64824,54574,56417,74029,63899,66093,59977,57936,56921,47281,41110,29012,24060,16504,11217,5194,207,
工程物资(万元),281,1026,1371,250,140,237,1051,267,422,339,324,383,446,506,227,91,58,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),24751,23246,23379,23506,23638,23718,21603,21722,16346,16437,16570,11981,12047,12180,11952,9612,2166,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动资产(万元),10875,9570,5921,4725,2309,4837,4190,122,4244,122,153,709,557,122,649,2255,1161,
非流动资产合计(万元),241066,227375,214058,199548,180754,171937,164488,147435,133689,120057,115136,87999,84234,72928,58871,43423,21763,
资产总计(万元),404547,417613,409155,316625,310090,309613,321459,277559,184757,179641,168273,144754,150998,106114,79780,55971,29522,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),12242,12022,12433,12298,10755,10753,11308,8155,6368,6367,7945,5145,4011,2959,1845,1166,500,
预收账款(万元),164,193,195,751,166,171,223,406,125,152,191,124,51,209,38,24,5,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1849,1937,2723,2713,2344,1613,2939,1630,1387,1252,2087,1146,1061,1062,542,434,277,
应交税费(万元),110,13,386,78,102,89,78,77,69,85,86,64,212,53,65,55,0,
应付利息(万元),201,88,18,--,--,--,--,--,--,--,--,--,--,--,--,--,3,
应付股利(万元),--,--,--,--,--,1415,--,--,--,1638,--,--,--,--,--,--,2024,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),7680,7450,10190,9798,9808,9990,19478,20807,20741,20744,11950,1776,2674,1321,1130,758,529,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2600,3870,4870,1370,1370,600,2150,550,6420,4182,5432,1093,2070,6380,2175,--,1800,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),24846,25573,30816,27008,24544,24631,36177,31626,35109,34420,27691,9348,10079,11984,5795,5437,5139,
长期借款(万元),31114,35414,34414,40331,40352,41137,46287,14178,33192,27759,29822,31089,39768,38624,29212,12605,4812,
应付债券(万元),72733,71763,70751,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),9358,9499,9701,9785,9978,10171,9749,6619,6767,6916,6968,6302,5982,5701,4049,2799,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1422,
非流动负债合计(万元),113204,116676,114866,50116,50330,51308,56035,20797,39959,34675,36790,37391,45750,44325,33261,15404,6234,
负债合计(万元),138050,142249,145682,77124,74874,75939,92212,52422,75068,69095,64480,46739,55830,56309,39055,20841,11373,
实收资本(或股本)(万元),37332,37333,37333,37333,37333,37333,37333,37333,31965,31965,14893,14893,14893,11168,11168,11168,1565,
资本公积(万元),155164,155027,155027,154522,154365,154208,154051,153895,48361,48047,55757,55130,55130,16251,16251,16251,12380,
减:库存股(万元),3917,3926,6865,6865,6865,6865,9795,9795,9795,9795,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2197,2197,2197,1927,1927,1927,1927,1538,1538,1538,1538,1317,1317,1317,985,723,803,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),54955,63805,54981,51515,47407,46047,44756,41261,36809,37925,30933,26429,23594,20832,12076,6863,3401,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),265530,274237,262474,238525,234260,232676,228298,224264,108909,109685,103126,97783,94934,49568,40480,35005,18149,
少数股东权益(万元),966,1128,999,976,956,998,949,872,780,860,666,232,234,237,245,125,--,
所有者权益(或股东权益)合计(万元),266496,275365,263473,239501,235216,233674,229247,225136,109688,110546,103792,98014,95168,49805,40725,35130,18149,
负债和所有者权益(或股东权益)总计(万元),404547,417613,409155,316625,310090,309613,321459,277559,184757,179641,168273,144754,150998,106114,79780,55971,29522,		
  
