报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),128149,81300,68427,66845,52669,62629,60333,27575,19007,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,406,--,--,--,--,--,--,
应收账款(万元),22431,20939,19636,20681,11091,11020,10528,8092,5824,
预付款项(万元),4693,3017,4179,3345,2761,5807,5761,2727,1736,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),30,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),15266,13589,12251,11694,9369,9249,12420,6334,4712,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),157156,139274,134750,130476,101004,81488,75585,71899,47701,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),586,330,290,241,306,183,208,--,--,
其他流动资产(万元),56702,7745,8086,7154,4371,3449,3505,2584,1848,
流动资产合计(万元),385013,266195,248025,240437,181570,173826,168840,119211,80828,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8990,5840,5840,5840,753,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),472,417,451,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,82656,--,54044,42716,--,--,--,--,
累计折旧(万元),--,19648,--,16478,12514,--,--,--,--,
固定资产净值(万元),--,63008,--,37566,30202,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),65721,63008,60030,37566,30202,28787,27402,24906,6153,
在建工程(万元),6401,5115,4386,24950,24956,18563,16765,10598,903,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,0,--,0,--,1,1,11,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),9891,9427,8191,6710,6385,5519,4999,4108,3493,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),12580,12580,12580,12580,1416,1416,1416,1158,1158,
长期待摊费用(万元),30606,27839,26530,25722,19080,16080,14759,6966,6496,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),321,294,260,243,138,154,126,112,99,
其他非流动资产(万元),9488,8128,3893,3966,1341,3261,2211,1016,520,
非流动资产合计(万元),144471,132648,122161,117576,84271,73781,67678,48873,18823,
资产总计(万元),529483,398843,370185,358013,265841,247607,236518,168085,99651,
短期借款(万元),43938,49122,35363,35158,17970,24324,41400,28000,12620,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),88411,73308,70697,74779,57060,45853,55602,15068,4570,
应付账款(万元),98890,85460,87858,75179,58598,62394,50890,48849,30863,
预收账款(万元),812,509,693,624,293,637,170,188,106,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),8006,7885,7781,13962,11097,5564,9925,7665,3615,
应交税费(万元),7589,6679,7321,8683,6240,6844,6093,5573,6124,
应付利息(万元),17,65,24,53,39,61,98,50,10,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),8248,8677,7620,8073,2827,3428,3720,2664,3597,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2880,2880,2880,2880,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),258790,234586,220237,219389,154123,149104,167898,108057,61504,
长期借款(万元),--,1440,1440,2880,8064,8832,9600,1000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2245,1504,1523,1535,1535,1535,1535,35,35,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2245,2944,2963,4415,9599,10367,11135,1035,35,
负债合计(万元),261034,237529,223200,223804,163722,159471,179033,109092,61539,
实收资本(或股本)(万元),40001,36000,36000,36000,36000,36000,20000,20000,16490,
资本公积(万元),96451,5137,4943,4692,3691,129,7129,7129,1080,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),7099,7099,7099,7099,4320,3437,3437,422,1743,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),120618,108790,95672,83948,58109,38416,19448,25013,13513,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),264170,157026,143714,131740,102119,77983,50014,52564,32826,
少数股东权益(万元),4279,4287,3272,2469,--,10153,7470,6428,5285,
所有者权益(或股东权益)合计(万元),268449,161314,146986,134208,102119,88135,57485,58993,38111,
负债和所有者权益(或股东权益)总计(万元),529483,398843,370185,358013,265841,247607,236518,168085,99651,		
  
