报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),62791,82515,150436,40861,55561,58658,46886,44493,39155,59893,38074,35585,40502,53637,32881,36963,43997,54184,38356,57370,59264,66871,60855,81948,21071,27721,32759,33094,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),180,180,440,184,40,700,--,107,--,--,--,--,--,0,--,--,--,18,--,--,--,50,--,15,15,15,--,--,
应收账款(万元),23174,8539,30949,27493,23583,11357,35394,29495,27010,12960,35044,30727,28782,12584,29491,25169,25058,11545,27979,22920,22169,7834,23723,15423,16520,6386,7771,12173,
预付款项(万元),3100,1949,3027,3588,3174,3019,4964,3801,3086,911,6675,7450,3050,1298,3837,2314,2009,1055,2104,2387,1954,1226,3323,2103,3616,2017,2274,1519,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,8,3,3,20,22,21,--,--,--,296,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),1137,795,1761,1084,763,837,1504,853,1142,350,600,480,500,347,1321,727,692,696,802,454,467,241,552,360,896,581,420,635,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),79743,82172,77598,80532,80261,77977,76272,75484,70000,73655,73924,75942,72551,77241,75949,75989,70181,71273,69584,62665,57845,59661,57310,55150,48284,49142,43963,41150,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),70970,92136,14040,5563,5004,6996,5194,6684,7066,6983,73,864,160,166,--,--,--,--,--,--,0,5000,5018,0,18,--,--,--,
流动资产合计(万元),241094,268286,278250,159306,168386,159545,170214,160916,147459,154752,154389,151048,145545,145281,143482,141165,141957,138793,138846,145795,141698,140884,151076,154998,90420,85861,87187,88571,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),19881,19859,19879,19856,19860,19835,10010,10208,10254,9352,9332,9450,9349,9371,9234,212,206,210,235,222,257,270,233,248,257,245,272,404,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,1627,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),10891,10892,11565,10831,10683,10469,10417,10300,10028,9910,8356,7386,7314,7326,7323,16191,15942,15920,15931,6713,732,732,23,23,20,20,16,14,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),7207,7313,7369,7409,7279,7319,7424,7438,3949,3996,4039,6265,6324,4171,3745,3782,3818,3853,3890,3927,3974,4011,4048,4084,4063,4099,4340,4405,
固定资产原值(万元),--,138902,--,123104,--,121582,--,--,--,102581,--,100661,--,97141,--,96882,--,97490,--,74805,--,74439,--,73799,--,73560,61317,--,
累计折旧(万元),--,64193,--,61932,--,59275,--,--,--,46248,--,45000,--,42779,--,42270,--,42115,--,41570,--,40516,--,39725,--,38658,36719,--,
固定资产净值(万元),--,74709,--,61172,--,62308,--,--,--,56333,--,55661,--,54363,--,54612,--,55375,--,33235,--,33923,--,34074,--,34902,24598,--,
固定资产减值准备(万元),--,1412,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,--,23,--,--,--,--,--,--,
固定资产(万元),71895,73297,60261,61172,61432,62308,65352,66519,55206,56333,56925,55661,56527,54363,53855,54612,54817,55375,49267,33214,33554,33900,34232,34074,34334,34902,24598,26036,
