报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),179316,253643,288490,98433,69226,72976,45614,68808,47974,52007,45809,77055,13554,13447,15450,17947,17916,19190,53184,48227,13039,13650,14342,15385,8573,12308,13655,8526,4130,6653,12727,6640,6981,13036,5279,5393,8788,6571,5652,5560,6979,7807,11673,14261,13454,14780,2819,2344,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1307,736,--,278,115,418,1852,1540,1175,669,664,66,224,123,4346,923,901,608,717,495,67,--,0,--,0,--,--,--,--,--,--,2000,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),32652,21462,12237,15068,7871,5615,6503,9303,7417,4377,1878,7652,4059,1848,5399,4577,1953,1486,1745,1493,675,391,769,1552,460,104,103,288,--,25,5,--,--,10,--,0,--,0,--,--,--,--,51,400,--,0,0,0,
应收账款(万元),534984,561219,494107,423890,400136,347104,321467,285473,264368,220656,210826,196770,157609,152210,130652,146108,122509,132430,64626,64184,54639,64037,58074,51275,44676,52544,53725,38125,18807,21711,22579,21765,15160,20970,16827,14899,7879,10964,15310,13249,8847,16594,17651,12225,8729,13594,11227,8869,
预付款项(万元),56039,38660,19191,19504,39571,36343,24523,20876,19526,13112,17112,13082,21870,26676,10556,8074,9292,11313,5969,5221,3196,4334,6068,4631,12238,8221,9513,11225,7163,6740,6195,3725,5171,3243,5337,1678,2514,2309,2740,1655,9104,8382,6204,3046,4697,2384,4811,3871,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),--,241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),37666,32198,40122,30969,38963,29933,14762,24611,23190,18286,19945,14736,7616,5647,6717,6992,7767,7700,8621,7799,9032,7754,6947,5978,7156,5677,8727,3858,2739,1761,756,1150,456,917,897,650,601,811,775,980,605,879,363,426,1792,1197,578,460,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
存货(万元),44962,41732,42525,42206,41400,38911,37653,37175,39106,37555,39527,36424,35985,35843,44442,44876,39977,37316,34948,36422,37263,35703,36721,34048,30966,30569,35534,30121,23115,23435,19728,19886,16225,17900,16800,14105,12738,13350,12997,13195,13564,18280,19628,13337,8701,10742,9084,8524,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
