报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27501,31246,26218,43720,27156,45455,27769,33629,28478,29917,32200,54109,13535,12960,9365,14576,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),29245,25173,17289,13832,22384,10562,18497,13369,16785,15354,10537,3572,2013,1445,184,72,
应收账款(万元),48724,52165,45559,44452,35528,45784,44108,49421,42511,47526,44593,37435,37373,27756,16546,9381,
预付款项(万元),1054,803,5954,4318,4273,1259,1328,1462,2182,2167,1363,1085,834,503,562,1034,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),11745,9133,9796,9046,12032,7283,8713,8575,9818,5852,7297,3851,3577,2629,1698,1571,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),105317,86868,76824,75178,92548,80867,92649,78678,80707,71962,74238,73495,69223,51047,34743,19473,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),223586,205388,181641,190547,193921,191211,193063,185134,180481,172779,170228,173547,126555,96341,63098,46108,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2936,2936,1431,1431,1431,1431,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),47152,40334,72924,46084,33774,16634,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1868,1868,1611,1602,1605,1605,1831,1431,1431,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,738,
固定资产原值(万元),--,4966,--,4843,--,4543,--,4215,--,3635,--,3503,3446,3264,--,--,
累计折旧(万元),--,2480,--,2313,--,2151,--,2018,--,1873,--,1732,1563,1179,--,--,
固定资产净值(万元),--,2486,--,2530,--,2392,--,2197,--,1762,--,1771,1883,2084,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),2441,2486,2524,2530,2511,2392,2146,2197,1800,1762,1809,1771,1883,2084,2319,1824,
在建工程(万元),2101,1372,1188,1003,844,836,1804,1703,1685,1034,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
