报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),47246,45415,13201,21508,9397,18278,15086,7434,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),6719,6867,9327,9358,5641,5391,9074,15369,
应收账款(万元),15230,19465,20247,21473,25534,14141,14277,13192,
预付款项(万元),4565,4781,3730,5978,4334,5997,3087,2156,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),108,63,233,31,37,191,263,228,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),36071,39034,39789,37018,37710,28174,20355,14985,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),20000,10000,--,--,1085,1044,--,--,
流动资产合计(万元),129939,125624,86527,95365,83739,73215,62142,53364,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,161546,--,160910,129509,--,--,--,
累计折旧(万元),--,67224,--,61437,48049,--,--,--,
固定资产净值(万元),--,94322,--,99473,81460,--,--,--,
固定资产减值准备(万元),--,66,--,66,107,--,--,--,
固定资产(万元),86447,94256,98036,99407,81353,64679,60583,52810,
在建工程(万元),36899,32199,30913,32913,53643,34778,8205,9457,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),3284,3220,3250,3232,3340,3443,3513,3615,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),4047,4488,4707,4294,2526,773,1063,517,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),315,446,489,515,509,346,293,181,
其他非流动资产(万元),2881,2752,4030,1411,2228,8223,3683,2218,
非流动资产合计(万元),133873,137361,141425,141771,143600,112242,77340,68797,
资产总计(万元),263812,262986,227952,237137,227339,185457,139482,122161,
短期借款(万元),3000,3000,26000,37900,29980,62387,36000,36000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),7200,7056,7443,7621,9850,9675,9003,7130,
应付账款(万元),7604,10148,10155,10889,14435,10944,12888,15770,
预收账款(万元),452,409,296,336,273,--,217,93,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1118,1255,1130,1652,2219,1670,1993,1417,
应交税费(万元),1543,1737,1558,3191,1880,1830,1485,1218,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),186,314,295,542,435,484,418,293,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,1767,1767,2765,--,--,155,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),21102,23918,48644,63898,61837,86990,62003,62075,
长期借款(万元),--,--,7668,7668,21755,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),70,70,70,70,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),70,70,7738,7738,21755,0,0,0,
负债合计(万元),21172,23988,56382,71636,83592,86990,62003,62075,
实收资本(或股本)(万元),43880,43880,37880,37880,37880,34880,34880,34880,
