报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),6470,16173,56885,30698,24525,30054,34856,34717,28690,34349,33541,33273,25085,26955,26391,19774,20760,25811,7710,7930,6958,8531,6799,5631,2525,3098,2475,2473,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,19000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),14223,9240,9788,14329,17826,11609,14093,12124,15116,7938,14377,12407,13202,5926,8259,10974,8142,2968,6513,5701,6213,6927,4905,4116,3102,2653,2760,1503,
应收账款(万元),30209,24991,21378,17548,19987,22603,19107,16374,18252,20313,15667,12425,15291,20502,13811,13466,14629,18439,12327,11990,11492,7062,6114,5876,7464,5567,4849,6684,
预付款项(万元),4021,7336,1915,6242,6396,6252,3143,4661,4073,4673,1410,3065,2661,2895,2346,3047,3121,2376,2251,6099,2963,2990,2338,3772,2994,2602,1382,762,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),132,110,132,137,133,119,132,67,67,63,138,126,82,61,32,31,20,22,179,--,94,74,129,74,56,61,161,62,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),30856,30368,28400,25710,24652,24575,20554,18751,16915,16113,15818,15826,15618,16460,17189,16644,16220,17667,17648,18810,19173,19297,15238,10190,10696,9430,4927,4636,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,902,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30606,20200,1825,29,5,254,336,356,595,753,996,1164,1297,1240,1475,1279,704,483,156,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),117031,127417,120323,94693,93524,96369,93123,87049,83708,84203,81947,78286,73235,74039,69503,65215,63594,67766,46785,50713,46893,44881,35524,29658,26837,23412,16555,16121,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),79835,--,78556,--,73640,--,69362,--,56488,--,53997,--,51001,--,50170,--,46482,--,34553,--,34298,34119,31828,25744,--,22276,--,--,
累计折旧(万元),30033,--,27261,--,23847,--,22573,--,21227,--,19690,--,18298,--,16613,--,16716,--,15757,--,14748,13585,11299,9163,--,7642,--,--,
固定资产净值(万元),49802,--,51295,--,49793,--,46789,--,35261,--,34306,--,32703,--,33557,--,29766,--,18796,--,19550,20534,20530,16581,--,14634,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),49802,50898,51295,50843,49793,49167,46789,37268,35261,35426,34306,34368,32703,33249,33557,32348,29766,18481,18796,--,19550,20534,20530,16581,15066,14634,8730,9170,
在建工程(万元),1173,457,415,515,518,1551,1649,11046,8905,8726,9126,3387,3439,2425,1906,2970,1845,10672,8886,--,424,162,884,813,968,375,3881,171,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9581,9932,9946,9991,10063,10107,10187,10366,10411,10454,10469,10503,10567,10628,10696,6608,6608,6564,6605,--,2573,2574,2626,2608,1974,1991,1789,1803,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1223,1206,1184,1271,1820,1830,1810,1759,1910,1985,2054,1114,1045,1048,1025,316,287,291,226,--,205,145,204,174,166,148,41,56,
其他非流动资产(万元),2516,424,3742,363,392,353,3149,1554,2535,2343,4052,4134,2901,1831,360,5020,3089,1833,1899,--,2400,--,--,--,--,--,--,--,
