报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),192803,289301,240605,345788,373740,435018,333377,227110,201974,350858,178633,156117,154145,249502,177666,178848,218215,189694,121635,97066,95978,245535,111152,112683,101262,170657,194498,50326,106388,68561,40671,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,9057,--,--,--,10000,--,--,--,--,--,--,9,40,273,177,180,--,--,25,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),69813,67057,37300,21742,44240,56067,28225,14638,16559,19692,15081,8437,8150,14113,8800,8233,5827,1652,2233,2679,1986,2554,3127,1341,200,4196,337,1180,204,150,390,
应收账款(万元),1045039,1174576,1174736,1163471,1052824,1181680,1140632,1159497,1062434,1093306,1093775,1074944,1025335,1036314,880309,814798,738802,622537,562220,530446,466169,489310,382714,359077,313412,301178,266031,218450,208696,150138,114795,
预付款项(万元),43226,42110,59987,56333,42600,36980,41876,39759,47041,39121,41311,45691,47415,40484,40263,38203,53565,38248,36568,28622,33692,28946,27717,22089,12106,9686,18365,10482,7450,8309,3044,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,61,45,46,28,207,346,1246,945,650,495,400,--,--,--,--,--,
应收股利(万元),1508,--,1801,--,--,--,1905,--,--,--,401,--,--,--,--,--,--,--,--,6516,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),39893,29924,38353,37027,36908,30574,42210,44587,47558,34861,91356,42544,46986,35814,146733,147228,141289,39457,31092,36048,28257,23698,26593,27154,21706,20555,24682,18398,13850,12217,7220,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),235005,206065,258879,272372,222594,205060,268159,290231,313122,313887,373072,373160,363398,353428,393942,377060,388750,419476,436027,393964,374026,324644,375429,298571,213933,186535,161796,153155,106925,94778,80447,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),85,85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),70359,61180,65691,55149,49728,41781,3785,877,2603,2370,3278,4072,3650,3192,913,821,739,667,698,574,408,343,718,802,271,432,--,--,39,--,--,
流动资产合计(万元),1697733,1870298,1877353,1951883,1822633,1987160,1860167,1776697,1691291,1854094,1798136,1706192,1659364,1734075,1648628,1565252,1557232,1311776,1190502,1096122,1000862,1116277,928395,822375,663427,693913,665887,452170,443552,334152,246592,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),190294,187253,172678,185496,182246,194909,195190,191287,172202,26390,17330,23877,4200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,85,85,85,85,84,103,102,16,16,16,16,16,17,17,2,2,2,2,2,2,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),3534,2917,4413,3558,3491,3007,319,319,319,319,15789,319,319,319,319,319,319,63630,60052,58381,66220,4411,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),326,336,352,365,377,391,405,419,432,446,415,449,487,497,511,524,538,548,600,578,599,600,352,355,--,--,--,--,--,--,89,
固定资产原值(万元),--,174296,--,169459,--,162598,--,168070,--,165624,--,135082,--,133959,--,119279,--,93394,--,88265,--,82649,--,74388,--,57864,--,54069,46254,41111,--,
累计折旧(万元),--,68358,--,65172,--,58808,--,58416,--,53689,--,38664,--,35350,--,31719,--,23244,--,20612,--,17770,--,15091,--,11880,--,10366,8602,5811,--,
固定资产净值(万元),--,105937,--,104287,--,103791,--,109654,--,111934,--,96417,--,98609,--,87560,--,70151,--,67653,--,64878,--,59296,--,45984,--,43703,37652,35300,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),104839,105937,103979,104287,106729,103791,106863,109654,111305,111934,105977,96417,97506,98609,87130,87560,83329,70151,69155,67653,64457,64878,60338,59296,46095,45984,45435,43703,37652,35300,29830,
在建工程(万元),--,--,--,--,390,--,--,--,--,--,--,11083,10917,10917,18467,16132,14148,9369,4471,1263,1358,1111,435,314,9204,9001,5170,3121,6656,2119,5579,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76,78,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
