报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),29540,73620,20238,72706,65009,27670,25801,75110,16611,18827,28565,12316,18584,16204,18148,6461,11252,17954,12717,14536,23642,40492,44652,68652,6593,3699,20988,4747,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,128,370,846,3469,5069,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),74956,81853,96222,81367,108819,113050,74491,54471,27127,30644,28326,31845,15577,16272,11312,10623,13711,9803,9069,6284,5630,10386,7055,7785,9883,11141,4345,158,
应收账款(万元),122817,93855,90306,91326,86439,66572,83360,84564,69417,65321,59214,48753,46168,41220,43176,33780,27892,27036,27570,26124,25065,23700,24840,23059,18982,18629,9515,5124,
预付款项(万元),6137,4987,4000,3353,3550,2201,4256,3580,3159,2608,3514,960,804,746,8035,3173,2464,2841,7056,4844,9091,5525,7186,3050,2446,1079,8331,3278,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,30,26,26,27,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),8905,4638,9345,8220,13093,1899,7555,2427,4837,1540,10417,2504,2562,3146,2450,4139,4690,3470,4180,6747,4366,1856,1283,1368,1738,661,378,43,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),78923,68544,61911,49912,50595,46569,46666,48446,36159,40370,49671,47353,44262,38449,31776,24620,22979,15903,17053,18656,18801,16722,16930,13924,12183,12286,6320,3054,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),40748,38476,35710,25213,21595,18893,15277,16629,19662,22348,23865,22962,22819,23698,20736,16625,--,--,28,--,--,--,--,101,26,105,--,--,
流动资产合计(万元),362026,366101,318101,332943,352570,281923,257407,285227,176971,181658,203572,166694,150776,139734,135633,99423,82988,77015,77703,77217,86621,98708,101947,117938,51851,47600,49877,16404,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3099,2275,2154,2213,2200,2630,2718,3795,1940,1976,1922,3371,2258,2258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,577531,--,407805,--,307050,--,275249,--,238203,--,262027,--,237831,--,169590,--,121343,--,96912,--,83138,--,78539,--,70446,25415,9656,
累计折旧(万元),--,108137,--,85490,--,67259,--,67714,--,45975,--,46784,--,34337,--,33381,--,26294,--,21082,--,16496,--,12257,--,8194,3285,1724,
固定资产净值(万元),--,469394,--,322315,--,239791,--,207535,--,192228,--,215243,--,203494,--,136209,--,95049,--,75830,--,66642,--,66282,--,62252,22129,7932,
固定资产减值准备(万元),--,789,--,--,--,85,--,85,--,85,--,85,--,85,--,689,--,689,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),471409,468605,343960,322315,274086,239706,228298,207450,181237,192144,213641,215159,215694,203409,151331,135519,117027,94360,74255,75830,66294,66642,65792,66282,67014,62252,22129,7932,
在建工程(万元),46633,42827,143607,81059,64578,64995,43962,51197,41751,32561,14353,13429,13928,22909,65185,56485,58827,67028,55524,46144,30398,13281,5500,2950,3493,9474,4403,23,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-264,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),58155,56573,57375,56079,56268,55079,51338,51241,9637,9821,8624,7574,7714,7855,5511,5580,5625,5692,5769,5777,4740,4762,887,906,925,918,968,795,
开发支出(万元),6997,5177,3404,4195,5124,5089,5710,5382,3508,2076,2022,1925,721,416,2734,2505,2374,1998,2375,1713,2455,1990,890,--,--,--,--,--,
商誉(万元),25377,25377,25377,25377,25377,25377,25377,25377,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),4259,4446,4598,3837,1486,6,8,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3276,3055,1643,1616,1289,1224,1197,1069,825,825,557,557,557,557,545,506,481,478,652,587,494,461,467,460,460,453,67,90,
其他非流动资产(万元),20423,15801,15368,38737,36325,12280,15603,3690,535,452,347,444,438,717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),639879,624136,597485,535430,466734,406386,374210,349212,239434,239853,241466,242458,241311,238121,225043,200596,184334,169555,138574,130050,104380,87135,73537,70599,71892,73098,27568,8841,
资产总计(万元),1001905,990237,915586,868373,819304,688309,631617,634438,416405,421511,445038,409152,392086,377856,360676,300019,267322,246570,216278,207268,191001,185843,175483,188537,123743,120698,77444,25244,
短期借款(万元),148321,144474,82654,89440,116708,111880,96676,89157,76268,67482,57450,23810,24543,18940,28605,24128,30563,32739,31863,5000,6172,3771,--,--,26111,26722,8961,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),7365,2652,1740,1336,--,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),24923,30197,31585,20848,19244,20279,15219,10906,8173,10074,9527,10166,7522,5411,9178,11411,12974,12439,6372,3311,4373,4808,2583,1384,1166,459,--,--,
应付账款(万元),117505,107581,101721,73590,89255,67010,66762,53155,46476,45369,49571,45279,40880,44914,63194,32068,23307,19461,7114,20297,6321,5782,6638,5177,5449,6389,5857,2448,
预收账款(万元),902,635,733,331,320,400,848,4723,395,1114,1169,906,557,569,969,779,508,98,--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3588,6596,3713,3276,2298,2606,2013,1720,1368,1371,1456,1429,1277,1361,1143,1033,833,697,589,503,414,412,410,399,410,338,274,183,
应交税费(万元),7284,5295,3324,3952,4829,2789,2706,1866,151,143,1093,827,119,219,649,571,-11691,-11215,-10421,-4176,-4133,-1364,-2231,-2082,-1934,-2943,653,58,
应付利息(万元),677,595,473,508,477,245,671,707,1298,1145,1111,842,688,514,168,230,187,186,39,8,--,--,--,99,241,93,--,--,
应付股利(万元),--,--,--,1203,1445,1445,1445,3448,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),8963,8857,8128,5499,39518,36277,12475,27999,11850,12688,22932,26932,15972,21072,5985,1070,894,935,8714,8758,3913,61,213,267,201,255,33,2752,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),15091,15682,16929,18261,21464,22558,23774,30606,27044,27474,26959,12497,12356,12147,--,--,--,--,--,--,--,--,--,2318,1229,1230,950,1250,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,4000,4000,6000,6000,--,--,291,291,--,--,--,--,--,--,--,--,
