报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),75206,41024,55379,60726,56878,82584,82741,73722,93541,113631,27525,26750,29288,29811,34640,35523,35164,35319,38624,37668,36621,37741,40019,40193,41431,41716,43315,42202,45163,47959,49357,49357,56608,63342,6284,3365,6554,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),6940,6276,6735,7091,6395,4962,5832,5781,6020,5950,6747,4235,3592,3457,4011,2070,1856,3906,3432,1934,2008,2733,2513,1603,867,2830,2965,1732,1705,2552,3767,4196,2194,1105,1539,1188,1190,
应收账款(万元),48921,46280,45798,39029,41365,38675,41563,35256,34985,31679,30378,31288,28005,30404,24831,25423,23829,22080,20640,25343,25405,20264,20393,23013,22032,20586,19753,19066,17455,16021,16054,15086,17343,11440,9393,9749,7047,
预付款项(万元),2772,2510,1423,2330,1860,1887,1095,2774,2153,2702,2318,2700,1930,1566,1089,2759,2302,2299,2315,7718,7252,7027,6313,6351,5723,5152,3541,5044,4879,5007,3571,6832,4156,3273,1388,2600,563,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),1877,1698,1446,1754,1817,1610,1535,1903,1617,1516,1339,2703,1486,1332,1048,1267,1192,1093,846,939,947,859,295,441,641,797,311,686,734,571,477,420,342,215,179,241,281,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),15655,14421,13253,14732,14848,15618,14301,16341,15172,15620,14633,17597,13738,10368,10546,12063,11842,11329,8841,9171,8856,8627,7127,7888,7414,7923,6491,7723,7491,7873,6698,6372,4192,4347,3863,3424,3884,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),42083,78191,70013,60532,59563,33492,34514,40312,19280,240,203,170,212,100,110,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),193454,190400,194048,186194,182725,178828,181579,176090,172768,171338,83143,85444,78251,77038,76277,79106,76185,76026,74697,82772,81090,77252,76659,79489,78108,79005,76376,76453,77427,79982,79926,82262,84836,83721,22645,20566,19518,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),100,100,100,550,550,550,550,550,550,450,450,450,450,450,450,450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),34,34,34,137,147,164,185,--,--,100,--,--,--,--,--,--,450,450,450,450,450,200,200,200,200,100,100,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),321,325,329,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),48528,--,47836,--,--,--,42093,--,42223,--,40016,--,25413,--,24902,--,24340,--,23830,--,12503,--,11865,--,10831,--,10769,--,5065,--,4302,--,3327,--,3016,2290,2123,
累计折旧(万元),11606,--,10404,--,--,--,8536,--,7481,--,6365,--,5655,--,4944,--,4302,--,3586,--,3119,--,2570,--,2080,--,1645,--,1329,--,1099,--,883,--,723,477,319,
固定资产净值(万元),36921,--,37432,--,--,--,33558,--,34742,--,33651,--,19758,--,19958,--,20038,--,20243,--,9384,--,9295,--,8751,--,9124,--,3735,--,3203,--,2444,--,2293,1813,1805,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产(万元),36921,37148,37432,32585,32998,33352,33558,33852,33929,33229,33651,19621,19758,19902,19958,19908,20038,20134,20243,9149,9384,9093,9295,9397,8751,8954,9124,3830,3735,3434,3203,2510,2444,2293,2293,1813,1805,
在建工程(万元),1008,1188,238,2458,1544,596,470,169,193,1078,49,10547,9410,8357,7038,6804,6227,5630,4230,6383,6057,5769,4956,4255,3753,1650,1514,4711,3272,2120,1998,2340,2028,2015,1880,239,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,984,984,984,984,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),6744,6450,6458,6643,6811,6985,6244,6374,6525,5905,6009,5975,5975,6135,6308,6413,6590,6701,6878,7028,7175,7350,7515,7166,7314,7425,7523,7446,7574,7707,7840,4184,4090,4102,4125,2436,62,
开发支出(万元),--,496,496,764,499,276,864,597,351,765,757,431,477,224,189,673,402,199,73,54,34,--,--,386,303,213,209,419,295,125,32,1473,1265,1310,808,0,0,
商誉(万元),604,604,544,549,544,544,544,544,544,544,544,399,399,399,399,399,399,399,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),286,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),1180,1137,1137,1260,1240,1196,1156,1033,978,958,914,836,819,697,688,609,586,559,548,548,493,442,444,420,328,360,360,274,259,238,243,219,219,168,147,135,181,
其他非流动资产(万元),1847,722,512,398,46,46,63,116,41,24,47,317,282,1384,858,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),49045,48448,47279,45344,44380,43709,43635,43236,43110,43054,42422,38576,37570,37548,35888,35256,34692,34072,32422,23610,23593,22853,22409,21824,20649,18701,18830,17663,16120,14607,14300,10726,10045,9889,9253,4623,2048,
资产总计(万元),242498,238848,241327,231537,227105,222537,225213,219325,215879,214392,125565,124020,115821,114586,112164,114362,110877,110098,107119,106383,104683,100105,99069,101314,98757,97706,95206,94117,93547,94589,94226,92989,94882,93610,31898,25189,21566,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,100,0,3000,3300,2000,1200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),372,385,572,833,754,652,803,1365,2857,2218,1847,1756,1548,1391,1659,1668,554,166,715,833,377,309,323,521,855,603,541,274,177,154,113,--,0,--,0,0,0,
应付账款(万元),22096,19520,19476,18184,18071,15416,14714,14732,13353,15151,15181,17319,11678,12265,8104,11102,10610,11962,9276,8639,9016,6496,6261,7337,6180,5622,4756,5459,5970,6571,7113,7575,5869,3548,3550,2968,2944,
预收账款(万元),7107,6960,5369,4329,4255,4225,4642,5586,3863,3130,3390,5511,5095,4849,3937,6064,5372,4667,3868,5279,5008,3240,2794,4435,3418,2724,1620,2310,1645,1405,1023,1729,1742,890,1330,1637,1702,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),142,113,4457,1240,63,223,3128,503,60,61,2547,103,103,103,1495,378,378,103,759,101,101,89,101,101,101,91,297,132,199,215,226,260,264,285,304,357,424,
应交税费(万元),1299,1503,2190,1704,1209,1531,2177,991,905,1039,1641,639,755,702,806,142,91,-229,499,441,290,--,75,602,432,417,413,147,219,209,625,580,999,256,837,317,469,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,67,67,67,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),1058,849,537,807,856,239,155,345,438,576,271,609,220,457,299,538,373,413,96,60,40,30,69,48,89,97,53,55,46,36,31,215,235,1240,21,68,2532,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
