报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),114162,168860,107237,197215,151455,155355,213756,226274,200768,176811,182863,157723,150046,138047,143124,147473,134514,123182,132155,121961,87742,103390,106752,124288,101959,113300,133949,46831,38478,35552,38843,47390,45516,41650,65251,58830,63794,60883,66327,56983,53436,50942,52999,55729,53208,49385,45834,58512,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,0,0,
交易性金融资产(万元),80,154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,21,63,113,271,136,39,265,--,0,0,104,891,178,2423,507,596,1039,1389,1078,1252,35,348,324,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收票据(万元),824,864,1276,1860,922,539,1435,1223,370,853,1567,1058,438,386,353,470,529,577,998,568,517,609,517,978,271,255,126,27,17,184,227,956,254,133,75,295,157,252,287,85,218,538,346,293,332,799,6593,8110,
应收账款(万元),143704,144258,134576,137961,128451,131630,123118,117460,116146,110613,102480,129078,123494,98570,91218,78367,80657,75696,73218,85171,107904,98272,77790,69040,78867,71603,73425,65002,65975,63268,63305,58565,55643,50596,45204,44095,46061,31287,33053,37788,45919,45013,36821,42092,36670,34793,34495,29055,
预付款项(万元),1431,970,1277,1239,2123,1063,1269,1069,1516,1982,1957,3040,2260,1442,1979,2084,4446,3141,3325,1948,5267,3839,4981,4098,6855,4703,5834,4981,15032,12115,3737,2739,2409,4007,1841,1536,6844,8414,4505,3081,3420,6920,5628,4234,9535,3793,7065,3300,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,--,0,0,
