报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),90488,73540,73113,79484,57521,54320,56133,60819,40320,44994,47629,52140,50605,30314,32877,39132,25380,26639,38072,19663,21338,37365,42214,45509,39435,53094,29923,43246,37137,38708,40405,49472,48625,40297,40189,25041,31005,25373,23812,31531,20585,16930,21226,19127,23889,20009,16254,
结算备付金(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,0,0,0,0,
拆出资金(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,226,1698,1590,201,210,35,13,
衍生金融资产(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
应收票据(万元),--,11647,12325,12942,18599,21084,10701,12170,16377,22260,22515,11968,16079,17360,12888,7826,10478,10273,9710,6544,10616,11868,8866,13111,7723,10858,8397,10929,12450,9901,14959,17623,15231,11714,11869,19086,13772,10217,8274,6965,6941,6465,7197,5802,4920,3487,1943,
应收账款(万元),--,60031,31262,47443,50790,50940,34339,48088,43215,47675,31435,45486,45689,48862,31195,43389,49389,42264,29739,37597,38362,35465,25571,32091,33394,35605,26287,36495,25284,34763,15680,27323,21270,26564,15521,29080,24612,30725,20678,30526,29176,34549,22109,32980,32732,35712,26925,
预付款项(万元),3156,3716,2281,2743,2099,3287,2915,2758,2110,2361,2386,4781,4320,4593,4246,4836,5138,3630,3863,3588,4841,4654,8399,3790,3799,4080,4455,2721,3618,2476,3320,2598,3078,2079,2558,4851,4450,4721,3587,2076,2680,3216,2144,1897,3921,2445,1987,
应收保费(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,0,0,0,0,
