报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6031,8305,14474,19895,30673,10615,5631,2551,2493,1770,1229,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),985,1219,488,659,782,586,63,126,--,--,--,
应收账款(万元),21107,18942,18852,18045,16104,13819,16107,12667,9975,8655,6917,
预付款项(万元),831,641,322,376,170,130,74,101,197,248,116,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),771,573,262,260,219,572,766,269,266,154,955,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11067,9818,6846,5098,4872,4656,4044,5002,3974,3176,4811,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2839,2175,744,859,642,705,1048,1243,1189,--,--,
流动资产合计(万元),43631,41673,41988,45193,53462,31083,27733,21959,18093,14002,14029,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),461,467,131,133,134,136,140,147,--,--,--,
固定资产原值(万元),--,36269,--,--,--,27974,25503,20600,15013,--,7764,
累计折旧(万元),--,11128,--,--,--,8302,7179,4815,2883,--,2080,
固定资产净值(万元),--,25141,--,--,--,19672,18324,15785,12130,--,5685,
固定资产减值准备(万元),--,47,--,--,--,47,47,47,47,--,130,
固定资产(万元),36674,25094,25423,21812,19095,19625,18277,15738,12083,6959,5555,
在建工程(万元),2620,2467,937,720,356,10,--,39,68,721,238,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2926,2940,1477,1492,1488,1511,1531,1570,1566,1837,360,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),100,59,59,--,--,--,--,--,--,--,--,
长期待摊费用(万元),84,94,49,25,48,22,25,33,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),411,381,376,339,297,288,278,240,151,129,102,
其他非流动资产(万元),6133,6710,1280,370,783,720,190,902,1848,195,679,
非流动资产合计(万元),49409,38212,29732,24890,22201,22313,20441,18669,15715,9842,6935,
资产总计(万元),93040,79885,71719,70083,75663,53396,48174,40628,33808,23844,20964,
短期借款(万元),11200,5500,--,--,2800,5800,6748,4750,5750,3200,2100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),14024,8745,5947,6256,5526,6189,4040,4408,3041,2278,2345,
预收账款(万元),467,480,328,298,479,306,216,155,67,85,644,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1619,1544,1486,1448,1289,1186,1214,713,917,788,728,
应交税费(万元),860,687,741,805,454,625,930,565,651,728,834,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,608,352,192,96,550,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),57,49,57,44,5070,4442,39,46,1092,602,1218,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,850,850,900,200,100,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),28227,17005,8559,8851,16468,19397,14695,11190,11811,7777,8419,
长期借款(万元),--,--,--,--,--,--,750,1650,900,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),950,991,914,973,1225,1239,1162,1211,1066,310,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,110,
非流动负债合计(万元),950,991,914,973,1225,1239,1912,2861,1966,310,110,
负债合计(万元),29177,17995,9473,9824,17692,20636,16607,14050,13776,8087,8529,
实收资本(或股本)(万元),11336,11336,6668,6668,6668,5000,5000,5000,5000,5000,5000,
资本公积(万元),22053,22053,26721,26721,26721,4837,4837,4837,4838,4838,4838,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2088,2088,2088,1706,1706,1706,1706,1330,919,480,141,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),21429,19936,20606,19438,17488,16024,15148,12106,8721,5359,2418,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),56906,55413,56083,54533,52582,27567,26691,23273,19479,15678,12398,
少数股东权益(万元),6957,6476,6163,5727,5389,5192,4877,3305,553,78,37,
所有者权益(或股东权益)合计(万元),63863,61889,62246,60259,57971,32760,31568,26578,20031,15756,12435,
负债和所有者权益(或股东权益)总计(万元),93040,79885,71719,70083,75663,53396,48174,40628,33808,23844,20964,		
  
