报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),8514,6407,5438,2635,2320,11285,14218,13513,18473,22554,25490,806,4784,4703,5029,5136,6076,7119,9172,10242,11717,12099,12178,12294,6861,9030,11360,12985,17212,1026,828,659,507,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),4319,2949,2537,1291,1873,3631,3738,2655,5008,4663,2606,3793,5480,4678,4222,4095,2968,4017,2815,3778,3552,3477,2723,2732,2900,1946,2206,1522,1404,1555,1809,327,300,
应收账款(万元),8715,7842,6893,5588,5301,5484,4442,5847,6081,5338,5332,5055,4072,4168,3910,4169,4692,4949,4894,2140,1141,879,845,979,1271,1994,1032,1799,1988,1471,974,721,644,
预付款项(万元),584,596,469,671,340,365,277,684,516,723,1047,905,1123,1060,930,783,1244,935,856,616,1019,1975,1451,2744,1332,912,1064,423,394,392,250,105,1149,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
