报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),74876,67482,78775,82229,76333,73027,65533,64437,65244,83039,57970,68884,89734,97276,83438,120817,86909,92809,66908,69773,87604,107482,139954,52662,67939,94507,92484,115575,115222,110780,96344,104710,103551,93561,108515,109490,100414,115723,85412,87199,88118,104098,80787,75582,83053,49923,53313,47420,38603,35328,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),4969,4918,114,--,--,--,--,36,99,12,9,211,9,--,--,96,21,--,118,--,84,26,560,199,194,655,1451,174,1227,289,812,1585,2318,2818,506,1167,808,1240,2056,964,449,633,929,461,93,345,--,0,--,817,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),1511,1210,3453,1773,3227,4246,4877,5130,4456,7505,9060,17264,20329,15005,17701,16258,6188,8398,20311,16178,7740,6693,9475,5688,6327,5262,3500,8573,8496,16890,6740,5119,3797,3764,5760,7029,2890,2970,2267,1726,681,2217,3673,2504,1138,1594,2784,3229,1222,1349,
应收账款(万元),46183,61177,90270,83881,86715,78500,73805,63802,68228,92079,63083,64894,66845,67433,40573,44407,31191,26699,30129,39898,28846,35882,23268,21112,16758,14292,15621,19684,16640,15627,21829,25731,23668,9875,11585,11567,12149,8685,8315,6456,6184,4161,10688,10098,10417,7344,8703,10671,10566,5010,
预付款项(万元),24426,5147,30505,30331,38469,34579,23255,23326,17896,14344,11629,11552,12793,7657,19503,13403,5442,3214,17746,8311,11148,9521,37431,37986,13462,10881,17549,6942,7336,5070,7211,7984,8023,2363,8166,4614,8141,1977,5172,3530,7515,1861,14426,11324,9460,9466,8377,11874,10749,10467,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收利息(万元),69,54,20,--,--,--,--,--,--,--,--,--,--,42,93,121,--,--,83,325,173,272,51,123,200,97,52,101,733,734,328,--,141,445,6,11,159,489,--,0,--,807,504,--,--,0,--,0,--,0,
应收股利(万元),--,--,3517,3517,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,550,550,--,0,
其他应收款(万元),--,26667,--,26854,15354,11824,6722,5765,4749,3093,2846,3203,4575,4789,5361,5415,5377,5567,4691,4793,4473,2256,3500,4796,3976,3793,5716,8599,7139,5170,2808,3906,3799,1367,4753,5429,5687,3669,15475,16535,15199,14172,858,980,1842,1571,626,655,811,597,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
存货(万元),66556,70806,80152,92090,94319,89689,92819,77186,70619,60146,82394,78803,72429,58794,73201,71481,42464,33513,36607,34877,32248,34445,35458,32246,39595,36798,38519,33396,42309,35457,45706,40319,45068,40877,28975,25759,32839,26302,25541,21685,17622,14038,28773,25708,27701,26487,31493,27203,21172,23528,
