报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),4660,11189,12729,11579,12057,8154,16341,15648,23154,21000,24145,18777,7533,12159,10430,16334,17541,13982,15244,22123,15545,17699,22316,24451,18854,4882,4594,10359,5476,1699,1529,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1005,4197,4653,6219,2663,1654,2401,1646,1760,2009,2122,2649,1632,1546,1216,1061,526,710,761,1167,595,514,1139,429,801,615,562,49,574,103,151,
应收账款(万元),45103,45899,40473,39868,34718,30173,25141,28640,26475,24975,23691,24305,45697,37603,43898,36867,32324,29799,26476,27091,27923,25093,19478,16468,19257,14742,12145,7688,7182,6275,4517,
预付款项(万元),4767,6049,2756,3493,6526,4470,5225,1065,2501,1101,1514,1365,5708,3769,3460,4935,2272,1451,2235,1505,3120,833,576,424,1430,558,482,83,64,415,456,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,7,7,--,0,--,7,--,--,--,--,--,--,--,
