报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),83921,78428,132005,93295,115347,114636,53979,70863,45877,65642,70761,84977,29525,24979,28581,28719,14026,14856,18955,23471,14022,19524,22390,23113,15885,22688,28077,33602,26740,28749,37314,41432,33084,34001,38132,41914,40154,4359,5594,3736,4160,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,9068,5082,5061,5080,5046,7019,7137,8079,7052,7074,4025,7069,4414,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收票据(万元),80,389,70,15,49,95,210,592,183,166,135,247,116,--,136,25,--,--,70,20,40,--,--,28,278,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收账款(万元),86176,84183,79786,74134,55668,46699,31238,37232,35649,25522,18653,18683,15883,12318,9050,6523,10254,9178,7196,6708,7940,6766,5677,6105,7187,5919,4877,5794,5216,4664,3299,2412,3631,3774,2749,3625,3216,3247,3313,1584,1164,
预付款项(万元),13538,11702,9469,4446,6766,5687,4501,4408,6557,5208,3159,2681,1950,1083,391,714,209,471,551,369,336,396,358,147,374,295,855,259,383,194,217,182,565,627,234,149,127,201,152,272,96,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收利息(万元),--,229,172,108,42,24,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,0,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
其他应收款(万元),8400,8041,10504,9238,10691,8331,9469,6405,5551,5063,4873,4253,2989,2234,3084,1962,2399,1543,1577,1467,1289,1196,1391,1137,973,1035,1092,647,881,780,642,552,917,741,666,442,544,416,448,456,343,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
存货(万元),3134,2546,3457,5666,5799,5723,5734,6574,8149,7497,7981,8737,107,71,66,7,144,170,153,121,127,105,83,52,49,124,71,25,79,227,195,166,363,283,302,284,685,696,544,286,1855,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,1200,
其他流动资产(万元),873,2141,1400,57353,1280,1208,1108,1488,1530,1557,1598,1875,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
流动资产合计(万元),196122,187660,236863,244255,195643,182405,106245,127562,103496,110656,107161,121453,59639,45767,46370,43030,32079,33238,35640,40236,30806,35061,33925,37650,29158,30061,34973,40327,33299,34614,41667,44744,38571,39426,42083,46413,44727,8919,10050,6333,8818,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
可供出售金融资产(万元),700,700,700,700,680,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,1080,10366,10346,10142,10037,7214,7057,7180,7021,--,3145,3082,3000,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
