报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),9721,13459,17479,16105,11935,11142,9489,14069,21350,9802,9027,15305,10376,9391,9823,7248,6065,5997,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,4,0,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),6960,7476,7833,8100,6075,6947,6609,6048,5164,7710,7802,8642,5647,7778,8465,7224,6703,7473,
预付款项(万元),1258,1115,1139,1228,479,493,1443,1320,2251,652,1419,425,453,285,331,356,471,224,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),195,85,248,213,187,315,172,267,294,383,196,248,56,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1182,791,868,732,606,697,644,695,994,1152,1155,651,785,1422,1166,1352,1094,1289,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9360,7518,10319,8414,9186,7457,8358,7415,7462,5962,7340,7040,6985,5593,5756,6387,5077,4381,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),27128,27275,22008,24020,31009,33648,32525,27626,19603,32712,30878,25644,30000,--,354,--,--,--,
流动资产合计(万元),55804,57719,59893,58812,59477,60700,59241,57440,57118,58373,57817,57960,54303,24468,25894,22567,19411,19364,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2755,1855,655,655,655,655,655,655,655,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2795,2610,3382,3381,882,882,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,33446,--,31568,--,27825,--,26870,--,26184,--,24641,--,24332,19695,17570,9584,--,
累计折旧(万元),--,9519,--,9258,--,8383,--,7759,--,6983,--,6240,--,5670,4992,4356,3460,--,
固定资产净值(万元),--,23926,--,22310,--,19442,--,19110,--,19202,--,18401,--,18661,14703,13214,6124,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23670,23926,22455,22310,22440,19442,19319,19110,19189,19202,18245,18401,18614,18661,14703,13214,6124,6288,
在建工程(万元),5520,4160,2857,1926,1443,2829,3002,3203,1717,1370,1030,1041,1034,1044,4379,3899,7499,4697,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3089,3156,3171,3479,3308,3365,3069,3096,3145,3205,2929,2840,2908,2875,2946,3017,3131,2487,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),39,50,31,26,25,24,16,30,155,173,199,158,458,479,349,283,214,108,
其他非流动资产(万元),4481,5277,5219,5541,6679,7053,3954,3873,3315,3469,3268,3283,3005,2737,2036,2054,2218,1269,
非流动资产合计(万元),44666,43351,40087,39637,37748,36568,32331,32283,30492,29735,27987,28041,28336,28112,26729,24784,21503,17166,
资产总计(万元),100470,101071,99979,98449,97225,97268,91572,89723,87610,88108,85804,86001,82639,52580,52623,47351,40914,36530,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,4500,7500,4500,3000,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,23,--,41,69,87,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,--,
应付账款(万元),5444,5952,6311,5779,4668,5431,4191,4552,3855,5742,5496,6321,4767,5926,5925,5163,4669,4214,
预收账款(万元),1515,962,895,840,1195,1051,484,724,970,561,831,710,651,689,786,1076,1168,957,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1281,2208,1705,1692,1512,2172,1076,1085,1421,1808,991,1093,1251,1718,1140,1489,902,519,
应交税费(万元),376,859,530,969,1137,1194,690,702,985,1010,961,888,1712,1556,1132,595,701,722,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,7,8,11,12,11,
应付股利(万元),--,--,--,542,--,--,--,--,--,--,764,--,--,--,--,1050,--,1218,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
