报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),24342,26893,23270,32418,7660,10183,8507,14952,13724,18218,19255,27752,31747,10143,8303,7467,7151,8820,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7393,10056,6170,8522,6256,7739,9438,8796,5704,5279,4481,4604,5570,7440,6810,6394,578,843,
应收账款(万元),35540,30218,30774,29155,22676,20663,20391,19534,16290,15155,15871,16316,12102,10861,10502,8500,7860,5892,
预付款项(万元),8304,5597,7172,5163,4206,2600,4582,3198,4145,3586,11486,6251,6088,6388,4720,4893,3596,1441,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1096,863,1176,1042,728,654,1922,854,914,658,635,471,500,455,407,410,350,759,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),37827,34763,36356,33732,28107,27113,26903,26574,26482,25851,23523,20848,22144,19820,19772,19399,14478,9852,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2201,3499,5858,3740,999,2919,168,11,6,297,35,3,--,--,--,--,--,--,
流动资产合计(万元),116702,111889,110777,113772,70632,71872,71911,73918,67265,69044,75286,76244,78151,55107,50514,47064,34013,27608,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1291,1330,1160,1179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1109,1135,1162,1188,1214,1241,1267,1293,1320,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,22589,--,21989,--,17320,--,16055,--,17602,--,6158,--,6080,5980,5946,5459,--,
累计折旧(万元),--,2994,--,2492,--,2082,--,1735,--,2034,--,1779,--,1582,1364,1258,854,--,
固定资产净值(万元),--,19595,--,19497,--,15239,--,14320,--,15568,--,4379,--,4498,4617,4688,4605,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),19551,19595,19435,19497,15376,15239,15051,14320,14328,15568,11492,4379,4470,4498,4617,4688,4605,3801,
在建工程(万元),25,--,44,--,1052,1052,1054,948,829,765,3855,10046,10003,9916,8706,7919,4265,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4168,4224,4260,4313,3073,3083,3103,3123,3144,3131,3123,3136,3153,3171,3044,3074,3135,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),51453,50094,50094,50094,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),729,492,528,569,521,554,519,434,315,313,130,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),548,525,503,527,435,439,330,363,314,317,310,307,209,197,182,137,99,68,
其他非流动资产(万元),--,276,28,139,849,587,727,1734,1945,1638,--,--,--,--,--,--,--,--,
非流动资产合计(万元),79172,77971,77514,77807,22519,22194,22051,22215,22195,21731,18910,17869,17836,17782,16549,15819,12104,3869,
资产总计(万元),195874,189860,188291,191579,93151,94065,93962,96133,89460,90776,94196,94113,95987,72889,67063,62883,46116,31476,
短期借款(万元),1678,1608,1905,884,--,--,--,--,--,--,--,--,3268,1768,--,--,1900,300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),9382,9369,7804,9171,5842,5639,4861,7447,7420,6717,6150,7653,5452,6254,6511,6335,3051,--,
应付账款(万元),8940,9490,12240,9305,6448,7611,7985,7578,5339,5272,7688,10394,10498,10005,9255,10004,6560,3386,
预收账款(万元),16933,11838,14548,15408,12359,13526,15692,14944,12584,15613,19223,14222,13724,17538,17411,17266,12881,10972,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),635,865,639,543,193,295,274,256,250,287,274,266,275,258,249,192,161,126,
应交税费(万元),628,1360,781,1833,583,406,123,1396,216,342,15,1074,546,893,471,318,460,87,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1807,703,531,5171,27,23,31,25,22,2,42,98,638,60,21,25,19,35,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
