报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),9241,11397,7732,9783,10696,14343,14285,15326,16041,16034,14282,13238,14470,11967,8310,10028,6591,8727,7458,10710,11152,20585,22282,23271,32572,6725,4772,4584,3363,4537,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,--,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2500,5000,--,--,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1315,975,854,1860,2987,3548,3692,3298,3179,2181,1588,594,80,796,2079,1069,6367,6234,1669,506,805,274,348,415,1075,1430,1617,1150,561,560,
应收账款(万元),18844,20889,24751,19693,17192,19899,18781,17186,16221,18948,20926,18875,12901,17219,18036,16481,14853,15246,18407,17915,18298,18629,18375,17723,13217,11917,13116,9536,7712,6537,
预付款项(万元),226,174,1155,923,1109,191,766,482,2410,1348,4035,2587,1450,705,729,1063,2280,1546,3669,4137,11089,4036,5068,2970,2691,2098,817,596,614,292,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
