报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),11800,13129,14294,15439,7274,8629,10361,13723,8664,10755,11704,12888,11977,14061,13225,12274,10210,10705,13494,13505,9764,11078,22740,10055,11381,15030,9855,7920,9863,14143,7719,10299,10092,9452,11195,10727,9058,12042,8995,8111,4691,5418,7851,14040,8804,12484,15741,16312,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,0,--,0,--,0,--,29,556,2360,2808,5442,6688,5053,3043,3504,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),1774,1675,2145,3165,1736,1698,2388,2597,2120,2298,1618,3026,2403,1299,1779,1813,2644,3999,5565,4529,3035,2226,2647,2997,2158,2059,1898,2242,1274,2384,2048,1106,1283,691,759,773,577,1899,1256,1275,643,2427,2313,3129,1357,1886,1609,2068,
应收账款(万元),8295,7282,6201,6599,8360,7307,6847,6474,7516,6853,6984,6245,7140,7173,6305,6130,7229,6736,6678,6529,7402,7805,7393,6752,5629,5190,5525,5106,5773,5886,5293,5055,5502,5472,4827,4375,5249,4986,5412,3744,5026,4891,6039,4222,8040,7643,6323,4313,
预付款项(万元),433,578,668,170,1004,477,2840,436,551,710,656,88,304,631,1771,329,2114,1557,516,239,514,675,700,622,708,1556,1789,889,2199,14863,13268,13022,7308,1054,856,352,478,322,608,475,1569,1694,1195,309,804,795,722,1240,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,--,49,--,--,--,--,--,--,--,--,--,0,--,0,--,3,12,12,3,2,1,0,4,3,--,1,
应收股利(万元),1020,1020,--,--,4000,4000,4000,4000,6400,6400,6400,6400,6600,6600,6600,6930,--,--,--,--,--,--,--,17,--,--,1,76,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,160,--,0,1,0,
其他应收款(万元),--,93,78,49,148,111,66,48,102,129,111,86,235,189,71,138,6519,110,1312,2011,6994,18988,11987,11928,22602,2184,2138,2670,16441,16752,16974,5462,1035,714,1594,1488,448,441,1005,2312,2291,282,227,197,515,152,1205,1174,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
存货(万元),12941,12379,14046,14442,14255,13970,14099,14717,14366,14883,15680,20144,22986,22412,22220,20534,17877,18154,17802,16460,15685,14435,13204,12493,13816,15843,16589,14073,14587,20966,19119,17182,15616,15645,15962,15157,14302,13289,13739,14473,15706,15321,16175,16590,18221,17252,17774,16934,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,70,7070,14070,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他流动资产(万元),972,816,817,1009,765,830,866,1169,1174,173,174,199,713,646,741,2293,2080,4039,120,157,2700,--,1100,1600,1800,--,700,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,60,79,88,0,
流动资产合计(万元),40705,40358,41635,44259,40928,40407,44853,46551,44279,45587,46713,52462,55745,56398,56098,53827,48673,45300,45488,43430,46114,55300,66840,60583,58095,41862,38496,32978,50137,75193,64420,52126,40836,33028,35193,32872,30112,32982,31027,30430,30485,32396,36608,44089,44492,45347,46505,45546,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
可供出售金融资产(万元),2500,2500,2500,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,477,337,1474,1108,1873,1856,4692,5684,10585,--,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
