报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),565571,509843,650080,516947,631448,729064,616375,18652,23276,24538,27139,19651,22517,21039,925,1860,2880,13910,1771,1215,414,3710,282,1093,2890,9088,12531,5009,5744,7910,9046,1804,292,2761,476,971,1176,2470,5764,1109,3354,2351,1529,1422,1684,2806,
结算备付金(万元),109604,105650,76428,92285,21851,78755,79211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,68600,80000,50000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),985942,1024603,1156994,984468,797563,1013822,433357,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),404,27,207,397,1579,225,227,419,473,125,110,139,92,468,150,1392,1559,1154,229,--,--,0,219,400,1114,3019,2743,4220,7066,911,168,1020,1168,1373,336,745,403,10,526,1329,3706,598,2582,1626,1111,1836,
应收账款(万元),18008,18235,21991,18692,15893,20671,12198,10906,9575,11150,10986,11630,9112,10932,9096,7589,6230,6758,90,128,178,234,480,833,1339,2148,1573,1333,1412,1512,1043,1133,894,792,1152,1201,996,915,3760,4987,6321,6600,6467,7208,8466,8791,
预付款项(万元),314,323,293,824,1453,639,1629,1083,1813,446,979,1443,3101,1169,2029,1010,2728,825,249,135,26,159,800,1374,1777,1528,2060,1637,1283,1190,1920,1262,2221,1433,1221,1126,1257,2854,5548,5627,6109,9377,6864,6066,5131,14960,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
