报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),37234,52603,105443,34993,48045,58045,106742,40906,34098,37122,93238,44232,64717,90424,106544,51249,73313,98004,99964,51041,72614,68891,84047,34550,37498,46111,57732,32787,36903,47920,56480,31493,20945,28510,40054,9871,15090,16857,20635,17878,18928,22170,23908,22052,24065,26751,28487,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
交易性金融资产(万元),152,105,--,1,1,66,57,8237,8224,24135,41,10149,550,749,139,27104,16553,3134,12478,15211,10091,20118,4942,12356,12250,14300,11062,11924,12095,3833,3896,8,7440,7166,8,10095,7994,7978,6532,--,435,583,775,425,1312,287,117,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收票据(万元),2560,4040,4334,932,641,4164,5174,1227,1007,2295,3065,890,500,932,1757,25,--,1593,6290,242,--,15,2500,70,25,937,1641,--,--,--,100,--,0,300,350,0,0,0,0,--,--,--,--,--,--,--,0,
应收账款(万元),104573,82272,68412,108668,97708,69238,54109,89366,82637,57787,42594,81800,72842,48623,32530,64929,53889,37039,24706,54145,46900,29016,16749,41456,35874,25293,15220,23675,17793,11552,8520,11949,14339,8788,6955,12085,7788,5413,3672,6872,5007,3588,3747,4915,4103,3335,2912,
预付款项(万元),1976,1989,1552,2897,3007,3038,2528,3888,3829,3633,3273,4758,4045,2337,1541,6918,5845,4976,4863,4339,559,1621,1185,3582,3514,2301,1758,1000,965,123,247,3404,3278,386,61,164,287,231,74,356,185,57,66,329,155,110,437,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,2000,2000,2000,2000,750,750,750,--,--,--,--,--,--,0,--,0,--,--,750,750,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
其他应收款(万元),3436,3200,2709,3975,4433,3980,3692,5275,5554,4528,4312,4895,4578,4103,3297,2535,1273,1426,986,607,1137,709,655,697,580,501,531,582,698,735,483,876,774,752,710,709,496,491,383,502,446,405,376,507,296,362,149,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,0,
