报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),804292,528091,507938,590120,615503,549135,549876,850882,859870,775903,977606,1177772,7342,6413,7661,9506,4696,9389,17865,13495,11504,14117,15967,16172,21618,18827,22209,26599,7608,14414,13482,11027,10671,6637,
结算备付金(万元),109121,93776,69957,80486,71681,76854,105715,79658,80327,95707,87539,72925,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,195410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1369843,1220897,979956,574966,448017,311523,231346,152685,139172,241204,101751,85075,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,--,
衍生金融资产(万元),--,94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,17072,9580,18807,21499,24487,19043,32357,16368,18808,28889,43565,37288,33248,32935,32314,19337,11508,20116,12088,28789,25249,34934,5404,5509,3840,3580,
应收账款(万元),48352,26650,--,67315,23447,71881,101645,29667,48196,48287,42393,26446,22310,29818,24885,42979,42304,35754,33117,37423,36307,33311,36438,34213,31878,23743,39627,34732,32445,19529,29427,26847,20875,9120,
预付款项(万元),3610,4149,5366,3878,4866,4141,3197,3480,2555,1831,181,300,1089,810,1271,1696,818,1160,168,395,246,1235,195,1164,968,928,2802,1501,1774,1084,642,997,685,1604,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,25938,24615,18882,18506,15932,5811,5459,5337,7905,5587,3464,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4776,7513,10452,5096,3121,2310,28236,45005,7763,1731,643,254,181,181,339,173,112,98,110,49,70,50,55,100,70,78,547,143,658,517,736,311,640,354,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),23165,16559,36145,36587,53653,55629,49478,49302,51224,49225,39946,32357,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),456199,438803,343172,351324,458387,456399,366538,270256,304002,296762,82826,43827,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),--,--,3086,1713,760,330,23,--,23844,23209,13172,11979,13328,12251,16155,19617,19314,22698,21601,18467,20159,21405,21698,17513,19456,16895,16034,13672,12350,10832,19188,16753,13942,8460,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),16685,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
