报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),84755,94785,109444,65537,46085,39224,47580,59399,74863,72557,51324,47897,53447,73826,101042,90747,108683,60719,56553,74311,79262,56046,62748,62088,48661,52577,54630,49217,47600,59013,78378,64641,46993,56279,63270,52421,58954,65038,60006,1097,1074,537,1225,512,630,558,1391,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6000,--,2500,--,--,--,2000,5884,--,--,5000,10000,2000,4810,1000,2063,2063,2063,--,0,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,
应收票据(万元),14742,21273,24386,19044,49040,57447,55908,20612,24586,24035,25445,25850,42054,25770,31395,6759,12224,9526,4741,5503,8764,8023,5497,3867,1954,4025,5875,2071,3404,3816,4067,2091,1849,1466,951,2324,4844,4376,552,--,35,63,0,1,1,0,23,
应收账款(万元),204112,188157,208775,212866,187509,185852,206561,207687,221117,219132,240596,214903,208341,195536,194619,213467,200635,160753,171494,166809,164799,144729,172352,140290,128601,127533,138160,124470,98724,95511,77632,53645,45596,33786,42311,35015,33451,23107,36124,1082,1008,1020,1152,1126,1038,1218,1499,
预付款项(万元),5553,713,1056,2691,3770,3352,3385,3984,2813,2872,2951,3691,20606,12216,8864,10618,3756,6722,8272,13811,29297,18107,12423,10702,7088,8100,9597,11512,11658,12612,10480,13746,11399,11458,9295,13149,12093,12427,10805,2546,2194,2001,2020,2306,2771,2095,1986,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,0,0,0,0,
