报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10477,11073,12567,11270,8048,10513,6779,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),3822,2819,3514,3170,3872,3150,3050,
应收账款(万元),15121,13316,11136,10337,9571,8357,7732,
预付款项(万元),730,590,476,292,185,117,111,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),916,274,127,291,132,215,1246,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),2527,2712,2867,3264,2989,2986,3176,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),175,142,110,--,--,--,--,
流动资产合计(万元),33766,30927,30798,28625,24796,25337,22093,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,19708,17755,--,9928,9403,--,
累计折旧(万元),--,5574,5088,--,4449,3867,--,
固定资产净值(万元),--,14134,12667,--,5479,5536,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),10399,14134,12667,7456,5479,5536,4214,
在建工程(万元),197,5,36,3599,6198,3828,409,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),9287,6323,6403,8218,6424,3343,1215,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),545,1003,545,723,403,474,527,
其他非流动资产(万元),--,--,--,21,33,1608,5780,
非流动资产合计(万元),20428,21465,19651,20017,18537,14788,12146,
资产总计(万元),54194,52392,50450,48642,43333,40126,34239,
短期借款(万元),--,--,2000,4000,2000,4000,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),4231,5163,4985,5935,4751,3553,3436,
预收账款(万元),565,243,312,308,285,200,207,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),393,371,160,200,136,167,199,
应交税费(万元),1518,1891,1738,1321,1351,1408,1255,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),9474,8283,6537,4937,4636,4985,5241,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),16180,15951,15732,16701,13160,14313,12339,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1935,1906,1936,1675,1285,1194,816,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),1935,1906,1936,1675,1285,1194,816,
负债合计(万元),18115,17857,17668,18376,14444,15506,13155,
实收资本(或股本)(万元),6500,6500,6500,6500,6500,6500,6500,
资本公积(万元),10891,10893,10893,10889,10889,10889,11426,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),1498,1494,1494,1145,1139,734,326,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),17190,15648,13895,11666,10297,6438,2902,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),36079,34535,32782,30200,28825,24562,21153,
少数股东权益(万元),--,--,--,66,64,58,-69,
所有者权益(或股东权益)合计(万元),36079,34535,32782,30266,28889,24619,21084,
负债和所有者权益(或股东权益)总计(万元),54194,52392,50450,48642,43333,40126,34239,		
  
