报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
货币资金(万元),1041552,1190304,1511974,1632940,1862543,868676,
结算备付金(万元),234304,226290,226531,197449,350937,384446,
拆出资金(万元),--,--,--,--,--,15000,
交易性金融资产(万元),965459,1009593,483582,493173,308210,122847,
衍生金融资产(万元),1070,273,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,
应收账款(万元),27531,40648,36403,25797,7758,10760,
预付款项(万元),--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),39540,41656,33368,44222,42766,26771,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),11568,9127,10792,19081,35729,29416,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),264693,149145,507849,1211042,1295289,800211,
存货(万元),--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1126399,947285,1090991,1161368,689043,112287,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),272767,259593,199209,170623,164871,84705,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),2715,2759,2846,4934,4987,8851,
固定资产原值(万元),--,32304,--,--,--,--,
累计折旧(万元),--,25273,--,--,--,--,
固定资产净值(万元),--,7031,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),7869,7031,6955,5177,7885,13389,
在建工程(万元),5162,4468,3144,2640,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),34000,33305,32449,31867,32954,33147,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),34025,29509,12083,12083,12964,1218,
其他非流动资产(万元),13004,36368,47946,15730,2453,3038,
非流动资产合计(万元),--,--,--,--,--,--,
资产总计(万元),4966411,4783402,5039056,5843204,5957357,3434882,
短期借款(万元),43420,34369,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,147000,93000,66000,159000,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),2271,6,0,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),30606,--,19,12372,14823,13451,
预收账款(万元),--,--,--,--,--,--,
卖出回购金融资产款(万元),445836,403146,662840,1195767,1285689,588896,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),127308,114060,80783,67080,79865,24017,
应交税费(万元),23469,28994,16350,12846,41578,15386,
应付利息(万元),30663,18194,41482,34783,35020,6583,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),1145854,1288506,1505048,1710395,2022016,1020214,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),--,--,--,--,--,--,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),1090896,1048947,1236520,1284477,960000,335000,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,4546,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),13115,9693,11927,11927,8241,1473,
其他非流动负债(万元),36616,42524,17418,42901,329810,377136,
非流动负债合计(万元),--,--,--,--,--,--,
负债合计(万元),3340452,3200170,3719388,4615548,4843043,2545702,
实收资本(或股本)(万元),323000,323000,323000,323000,323000,310000,
资本公积(万元),466297,466297,466359,466359,488110,447257,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),55485,55485,43993,30542,30937,9431,
一般风险准备(万元),156422,156357,65013,51562,52352,30847,
未确定的投资损失(万元),--,--,--,--,--,--,
